candidate_id,name,norm_name,place_type,focus_type,is_specific_focus,localidad,comuna,provincia,region,lat,lon,source,ambiguous_count
geo_000000,A. Martinez,a martinez,Obras de Infraestructura,infraestructura,True,,COCHRANE,CAPITAN PRAT,DE AISEN,-47.400068024187945,-72.74964958058669,Toponimos_BCN,1
geo_000001,A. Prat,a prat,Infraestructura Ferroviaria,infraestructura,True,,ANTOFAGASTA,ANTOFAGASTA,DE ANTOFAGASTA,-23.46681019775562,-70.16641260249071,Toponimos_BCN,1
geo_000002,A. Romero,a romero,Obras de Infraestructura,infraestructura,True,,COCHRANE,CAPITAN PRAT,DE AISEN,-47.35006856068273,-72.866316372785,Toponimos_BCN,1
geo_000003,Abanico,abanico,Centro Poblado,localidad,False,Abanico,ANTUCO,BIO-BIO,DEL BIO-BIO,-37.33343400095106,-71.51637081402325,Toponimos_BCN,1
geo_000004,Abarca,abarca,Centro Poblado,localidad,False,Abarca,PENCAHUE,TALCA,DEL MAULE,-35.25010869653463,-71.84971121053036,Toponimos_BCN,1
geo_000005,Abe,abe,Red Hidrografica,rio,True,,CISNES,AISEN,DE AISEN,-43.83341485465123,-72.93300408081437,Toponimos_BCN,1
geo_000006,Ablemo,ablemo,Localidad Rural,localidad,False,Ablemo,SAN CARLOS,PUNILLA,DE ÑUBLE,-36.45010510283901,-72.04970643006783,Toponimos_BCN,1
geo_000007,Ablemos,ablemos,Localidad Rural,localidad,False,Ablemos,SAN CARLOS,PUNILLA,DE ÑUBLE,-36.45010510283901,-72.04970643006783,Toponimos_BCN,1
geo_000008,Abra,abra,Recinto Minero,mina,True,,CALAMA,EL LOA,DE ANTOFAGASTA,-21.966812584034997,-68.71641823987049,Toponimos_BCN,1
geo_000009,Abra Crammer,abra crammer,Red Hidrografica,rio,True,,NATALES,ULTIMA ESPERANZA,DE MAGALLANES y ANTARTICA CHILENA,-50.03784408785052,-75.2404582909402,Toponimos_BCN,1
geo_000010,Abra Cuthbert,abra cuthbert,Red Hidrografica,rio,True,,TORTEL,CAPITAN PRAT,DE AISEN,-48.43340337243136,-74.61630497326979,Toponimos_BCN,1
geo_000011,Abra de Burns,abra de burns,Red Hidrografica,rio,True,,AISEN,AISEN,DE AISEN,-46.01674654888506,-74.99965352792002,Toponimos_BCN,1
geo_000012,Abra de los Patos,abra de los patos,Elementos del Relieve,relieve,True,,SAN PEDRO DE ATACAMA,EL LOA,DE ANTOFAGASTA,-23.45013972364405,-67.78308410260836,Toponimos_BCN,1
geo_000013,Abra Diaz,abra diaz,Red Hidrografica,rio,True,,RIO VERDE,MAGALLANES,DE MAGALLANES y ANTARTICA CHILENA,-53.26671275547722,-72.69960375518541,Toponimos_BCN,1
geo_000014,Abra Don Pedro,abra don pedro,Red Hidrografica,rio,True,,NATALES,ULTIMA ESPERANZA,DE MAGALLANES y ANTARTICA CHILENA,-50.233397604705765,-74.84962425289382,Toponimos_BCN,1
geo_000015,Abra Escarhalla,abra escarhalla,Elementos del Relieve,relieve,True,,COLCHANE,TAMARUGAL,DE TARAPACA,-19.51682017775293,-68.83308856604111,Toponimos_BCN,1
geo_000016,Abra Honda,abra honda,Red Hidrografica,rio,True,,NATALES,ULTIMA ESPERANZA,DE MAGALLANES y ANTARTICA CHILENA,-51.81672378414585,-74.3996122860494,Toponimos_BCN,1
geo_000017,Abra Justicia,abra justicia,Red Hidrografica,rio,True,,NATALES,ULTIMA ESPERANZA,DE MAGALLANES y ANTARTICA CHILENA,-51.65005600635991,-73.89961492706611,Toponimos_BCN,1
geo_000018,Abra Kelly,abra kelly,Red Hidrografica,rio,True,,TORTEL,CAPITAN PRAT,DE AISEN,-47.00007349993809,-74.0496492793703,Toponimos_BCN,1
geo_000019,Abra Negra,abra negra,Elementos del Relieve,relieve,True,,CALAMA,EL LOA,DE ANTOFAGASTA,-21.633480379166222,-68.83308517669755,Toponimos_BCN,1
geo_000020,Abra Paso del Inca,abra paso del inca,Elementos del Relieve,relieve,True,,OLLAGUE,EL LOA,DE ANTOFAGASTA,-21.71681241929179,-68.11641993477552,Toponimos_BCN,1
geo_000021,Abra Picavilque,abra picavilque,Elementos del Relieve,relieve,True,,COLCHANE,TAMARUGAL,DE TARAPACA,-19.73348604142764,-68.76642175192694,Toponimos_BCN,1
geo_000022,Abra Ramaditas,abra ramaditas,Elementos del Relieve,relieve,True,,OLLAGUE,EL LOA,DE ANTOFAGASTA,-21.666812586985326,-68.13308655610821,Toponimos_BCN,1
geo_000023,Abra San Antonio,abra san antonio,Elementos del Relieve,relieve,True,,CALAMA,EL LOA,DE ANTOFAGASTA,-21.600147303605336,-68.9330850259663,Toponimos_BCN,1
geo_000024,Abra Surumana,abra surumana,Elementos del Relieve,relieve,True,,COLCHANE,TAMARUGAL,DE TARAPACA,-19.633486248052694,-68.733088570347,Toponimos_BCN,1
geo_000025,Abra Themis,abra themis,Red Hidrografica,rio,True,,NATALES,ULTIMA ESPERANZA,DE MAGALLANES y ANTARTICA CHILENA,-51.38339114533308,-74.14961663298195,Toponimos_BCN,1
geo_000026,Abra Vizcachilla,abra vizcachilla,Elementos del Relieve,relieve,True,,CALAMA,EL LOA,DE ANTOFAGASTA,-21.683480185286083,-68.83308507878118,Toponimos_BCN,1
geo_000027,Abra Wolsey,abra wolsey,Red Hidrografica,rio,True,,NATALES,ULTIMA ESPERANZA,DE MAGALLANES y ANTARTICA CHILENA,-50.02756648501845,-75.30129158573648,Toponimos_BCN,1
geo_000028,Abranquil,abranquil,Centro Poblado,localidad,False,Abranquil,YERBAS BUENAS,LINARES,DEL MAULE,-35.750106272048185,-71.54970999455267,Toponimos_BCN,1
geo_000029,Abtao,abtao,Centro Poblado,localidad,False,Abtao,CALBUCO,LLANQUIHUE,DE LOS LAGOS,-41.78342338197187,-73.39968048249209,Toponimos_BCN,2
geo_000030,Abtao,abtao,Centro Poblado,localidad,False,Abtao,PUERTO VARAS,LLANQUIHUE,DE LOS LAGOS,-41.40009016242279,-72.93301666980476,Toponimos_BCN,2
geo_000031,Abundancia,abundancia,Localidad o Area,localidad,False,Abundancia,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.050139010453112,-70.38307564800168,Toponimos_BCN,3
geo_000032,Abundancia,abundancia,Recinto Minero,mina,True,,COPIAPO,COPIAPO,DE ATACAMA,-27.133464750532006,-69.86640540732648,Toponimos_BCN,3
geo_000033,Abundancia,abundancia,Recinto Minero,mina,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.80013574983374,-69.88307503442212,Toponimos_BCN,3
geo_000034,Acerillo,acerillo,Red Hidrografica,rio,True,,DIEGO DE ALMAGRO,CHANARAL,DE ATACAMA,-26.78346537133825,-69.59974007056954,Toponimos_BCN,1
geo_000035,Achacala,achacala,Centro Poblado,localidad,False,Achacala,PUTRE,PARINACOTA,DE ARICA Y PARINACOTA,-18.01682501398445,-69.21642338634896,Toponimos_BCN,1
geo_000036,Achacollo,achacollo,Centro Poblado,localidad,False,Achacollo,GENERAL LAGOS,PARINACOTA,DE ARICA Y PARINACOTA,-17.70015977952236,-69.6497562542614,Toponimos_BCN,1
geo_000037,Achao,achao,Centro Poblado,localidad,False,Achao,QUINCHAO,CHILOE,DE LOS LAGOS,-42.46397693201194,-73.5205101099378,Toponimos_BCN,2
geo_000038,Achao,achao,Pueblo,otro,True,Achao,Quinchao,,,-42.472164364706245,-73.48834108837352,Areas_Pobladas_BCN,2
geo_000039,Achau,achau,Centro Poblado,localidad,False,Achau,QUINCHAO,CHILOE,DE LOS LAGOS,-42.46397693201194,-73.5205101099378,Toponimos_BCN,1
geo_000040,Achiyuyo,achiyuyo,Recinto Minero,mina,True,,TIERRA AMARILLA,COPIAPO,DE ATACAMA,-27.850129787476614,-70.21640301351708,Toponimos_BCN,1
geo_000041,Achuelo,achuelo,Centro Poblado,localidad,False,Achuelo,ARICA,ARICA,DE ARICA Y PARINACOTA,-18.566824210595644,-69.79975480061667,Toponimos_BCN,1
geo_000042,Achupallas,achupallas,Centro Poblado,localidad,False,Achupallas,VINA DEL MAR,VALPARAISO,DE VALPARAISO,-33.00058154333901,-71.51260551832333,Toponimos_BCN,1
geo_000043,Aculeo,aculeo,Atributo Puntual,otro,True,,PAINE,MAIPO,METROPOLITANA,-33.88344441156659,-70.88305115007577,Toponimos_BCN,2
geo_000044,Aculeo,aculeo,Localidad o Area,localidad,False,Aculeo,MELIPILLA,MELIPILLA,METROPOLITANA,-33.85011148825897,-71.01638434531617,Toponimos_BCN,2
geo_000045,Adam,adam,Elementos del Relieve,relieve,True,,NATALES,ULTIMA ESPERANZA,DE MAGALLANES y ANTARTICA CHILENA,-49.10006715434061,-74.449633757225,Toponimos_BCN,1
geo_000046,Adela,adela,Red Hidrografica,rio,True,,TIERRA AMARILLA,COPIAPO,DE ATACAMA,-27.650130249944777,-70.11640369605097,Toponimos_BCN,1
geo_000047,Adelaida,adelaida,Recinto Minero,mina,True,,DIEGO DE ALMAGRO,CHANARAL,DE ATACAMA,-26.666799398472428,-69.73307338887913,Toponimos_BCN,1
geo_000048,Adencul,adencul,Localidad Rural,localidad,False,Adencul,VICTORIA,MALLECO,DE LA ARAUCANIA,-38.16676690093335,-72.44969882028357,Toponimos_BCN,1
geo_000049,Admiralty Sound,admiralty sound,Red Hidrografica,rio,True,,TIMAUKEL,TIERRA DEL FUEGO,DE MAGALLANES y ANTARTICA CHILENA,-54.31669814081717,-69.4996030584384,Toponimos_BCN,1
geo_000050,Adolfo Saldivar,adolfo saldivar,Infraestructura Ferroviaria,infraestructura,True,,ANTOFAGASTA,ANTOFAGASTA,DE ANTOFAGASTA,-24.233472321258123,-68.883080311964,Toponimos_BCN,1
geo_000051,Adriana,adriana,Localidad Rural,localidad,False,Adriana,RENGO,CACHAPOAL,DEL LIBERTADOR B OHIGGINS,-34.366776079302866,-70.86638298364079,Toponimos_BCN,1
geo_000052,Aduana,aduana,Localidad o Area,localidad,False,Aduana,LONGAVI,LINARES,DEL MAULE,-36.23343763832284,-71.4330417758297,Toponimos_BCN,2
geo_000053,Aduana,aduana,Localidad o Area,localidad,False,Aduana,EL CARMEN,NUBLE,DE ÑUBLE,-36.90010261128437,-71.66637219815651,Toponimos_BCN,2
geo_000054,Aduana Chacalluta,aduana chacalluta,Atributo Puntual,otro,True,,ARICA,ARICA,DE ARICA Y PARINACOTA,-18.36135287393431,-70.30503472239114,Toponimos_BCN,1
geo_000055,Aduana de Cuya,aduana de cuya,Atributo Puntual,otro,True,,CAMARONES,ARICA,DE ARICA Y PARINACOTA,-19.15015635938563,-70.18308650916036,Toponimos_BCN,1
geo_000056,Afquintue,afquintue,Localidad Rural,localidad,False,Afquintue,LONCOCHE,CAUTIN,DE LA ARAUCANIA,-39.28343000811057,-72.61636042345647,Toponimos_BCN,1
geo_000057,Africana,africana,Recinto Minero,mina,True,,COPIAPO,COPIAPO,DE ATACAMA,-27.066798651151466,-69.99973861963487,Toponimos_BCN,1
geo_000058,Agoni,agoni,Centro Poblado,localidad,False,Agoni,QUEILEN,CHILOE,DE LOS LAGOS,-42.748698331642686,-73.58717514628606,Toponimos_BCN,1
geo_000059,Agua Adentro,agua adentro,Red Hidrografica,rio,True,,FREIRINA,HUASCO,DE ATACAMA,-28.600128850404744,-70.983066286874,Toponimos_BCN,1
geo_000060,Agua Amarga,agua amarga,Centro Poblado,localidad,False,Agua Amarga,VALLENAR,HUASCO,DE ATACAMA,-28.833460881191453,-70.73306618534929,Toponimos_BCN,4
geo_000061,Agua Amarga,agua amarga,Recinto Minero,mina,True,,VALLENAR,HUASCO,DE ATACAMA,-28.809170172989862,-70.72596198468895,Toponimos_BCN,4
geo_000062,Agua Amarga,agua amarga,Red Hidrografica,rio,True,,COPIAPO,COPIAPO,DE ATACAMA,-26.8334651482216,-69.54974006912921,Toponimos_BCN,4
geo_000063,Agua Amarga,agua amarga,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.200138481167837,-70.36640871764853,Toponimos_BCN,4
geo_000064,Agua Amarilla,agua amarilla,Centro Poblado,localidad,False,Agua Amarilla,MONTE PATRIA,LIMARI,DE COQUIMBO,-30.8334542576059,-70.69972752763935,Toponimos_BCN,3
geo_000065,Agua Amarilla,agua amarilla,Localidad Rural,localidad,False,Agua Amarilla,LOS VILOS,CHOAPA,DE COQUIMBO,-31.833452615226108,-71.48305639735126,Toponimos_BCN,3
geo_000066,Agua Amarilla,agua amarilla,Red Hidrografica,rio,True,,PETORCA,PETORCA,DE VALPARAISO,-32.300116497621474,-70.88305620040431,Toponimos_BCN,3
geo_000067,Agua Beltra,agua beltra,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.266804934915744,-70.31640871710651,Toponimos_BCN,1
geo_000068,Agua Blanca,agua blanca,Centro Poblado,localidad,False,Agua Blanca,SAN FERNANDO,COLCHAGUA,DEL LIBERTADOR B OHIGGINS,-34.65010839427992,-70.84971533194046,Toponimos_BCN,5
geo_000069,Agua Blanca,agua blanca,Localidad Rural,localidad,False,Agua Blanca,CARAHUE,CAUTIN,DE LA ARAUCANIA,-38.61676793378821,-73.46636153759847,Toponimos_BCN,5
geo_000070,Agua Blanca,agua blanca,Localidad o Area,localidad,False,Agua Blanca,SAN CARLOS,PUNILLA,DE ÑUBLE,-36.38343831483743,-71.9163735905603,Toponimos_BCN,5
geo_000071,Agua Blanca,agua blanca,Red Hidrografica,rio,True,,SAN PEDRO DE ATACAMA,EL LOA,DE ANTOFAGASTA,-23.45014020245805,-68.09975011723705,Toponimos_BCN,5
geo_000072,Agua Blanca,agua blanca,Red Hidrografica,rio,True,,ROMERAL,CURICO,DEL MAULE,-35.183439392764846,-70.66638059015746,Toponimos_BCN,5
geo_000073,Agua Buena,agua buena,Centro Poblado,localidad,False,Agua Buena,CONSTITUCION,TALCA,DEL MAULE,-35.31677585393435,-72.14971031546713,Toponimos_BCN,7
geo_000074,Agua Buena,agua buena,Centro Poblado,localidad,False,Agua Buena,OSORNO,OSORNO,DE LOS LAGOS,-40.58342632109313,-72.91635393817727,Toponimos_BCN,7
geo_000075,Agua Buena,agua buena,Centro Poblado,localidad,False,Agua Buena,SAN FERNANDO,COLCHAGUA,DEL LIBERTADOR B OHIGGINS,-34.65077874601833,-70.84326317881902,Toponimos_BCN,7
geo_000076,Agua Buena,agua buena,Elementos del Relieve,relieve,True,,ALHUE,MELIPILLA,METROPOLITANA,-33.96677784668503,-71.03305056869519,Toponimos_BCN,7
geo_000077,Agua Buena,agua buena,Localidad Rural,localidad,False,Agua Buena,SAN CARLOS,PUNILLA,DE ÑUBLE,-36.40010483202794,-71.86637366996834,Toponimos_BCN,7
geo_000078,Agua Buena,agua buena,Localidad o Area,localidad,False,Agua Buena,MARCHIHUE,CARDENAL CARO,DEL LIBERTADOR B OHIGGINS,-34.31677779710454,-71.51638178065623,Toponimos_BCN,7
geo_000079,Agua Buena,agua buena,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.033472429038763,-70.44974218723137,Toponimos_BCN,7
geo_000080,Agua Colorada,agua colorada,Localidad Rural,localidad,False,Agua Colorada,ANGOL,MALLECO,DE LA ARAUCANIA,-37.83343541400408,-72.76636625065713,Toponimos_BCN,1
geo_000081,Agua Copapujo,agua copapujo,Red Hidrografica,rio,True,,PUTRE,PARINACOTA,DE ARICA Y PARINACOTA,-18.166824712308276,-69.29975632592581,Toponimos_BCN,1
geo_000082,Agua de Antibillaco,agua de antibillaco,Red Hidrografica,rio,True,,COPIAPO,COPIAPO,DE ATACAMA,-28.13346191679564,-70.08306917598124,Toponimos_BCN,1
geo_000083,Agua de Bateas,agua de bateas,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.366804515031856,-70.28307516991224,Toponimos_BCN,1
geo_000084,Agua de Cahuelmo,agua de cahuelmo,Termas y Baños,otro,True,,HUALAIHUE,PALENA,DE LOS LAGOS,-42.25008564669122,-72.39968028210735,Toponimos_BCN,1
geo_000085,Agua de Carvajal,agua de carvajal,Localidad o Area,localidad,False,Agua de Carvajal,SAN PEDRO DE ATACAMA,EL LOA,DE ANTOFAGASTA,-23.40014037136576,-68.08308358663417,Toponimos_BCN,1
geo_000086,Agua de Diaz,agua de diaz,Red Hidrografica,rio,True,,COPIAPO,COPIAPO,DE ATACAMA,-28.05012969454849,-70.51640194597731,Toponimos_BCN,1
geo_000087,Agua de Doro,agua de doro,Centro Poblado,localidad,False,Agua de Doro,FREIRINA,HUASCO,DE ATACAMA,-29.233460314083253,-71.09973105786293,Toponimos_BCN,1
geo_000088,Agua de El Palqui,agua de el palqui,Red Hidrografica,rio,True,,CABILDO,PETORCA,DE VALPARAISO,-32.56678238195367,-70.93305524334221,Toponimos_BCN,1
geo_000089,Agua de Izcuna,agua de izcuna,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-24.56680745274825,-70.54974296625643,Toponimos_BCN,1
geo_000090,Agua de La Cruz,agua de la cruz,Red Hidrografica,rio,True,,DIEGO DE ALMAGRO,CHANARAL,DE ATACAMA,-25.9168011390703,-69.33307590252079,Toponimos_BCN,1
geo_000091,Agua de La Falda,agua de la falda,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.6668015413152,-69.11641023213255,Toponimos_BCN,1
geo_000092,Agua de la Mina,agua de la mina,Red Hidrografica,mina,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.30013629345696,-69.28307726202812,Toponimos_BCN,1
geo_000093,Agua de la Negra,agua de la negra,Red Hidrografica,rio,True,,ANTOFAGASTA,ANTOFAGASTA,DE ANTOFAGASTA,-23.761780980370524,-70.33432510251025,Toponimos_BCN,1
geo_000094,Agua de La Piedra,agua de la piedra,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.71680158444666,-69.24974320459077,Toponimos_BCN,1
geo_000095,Agua de La Varilla,agua de la varilla,Red Hidrografica,rio,True,,FREIRINA,HUASCO,DE ATACAMA,-28.88346202297109,-71.36639821640328,Toponimos_BCN,1
geo_000096,Agua de Las Mulas,agua de las mulas,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.116803547205365,-69.24974445055405,Toponimos_BCN,1
geo_000097,Agua de Las Vacas,agua de las vacas,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.416804593338384,-70.41640817111652,Toponimos_BCN,2
geo_000098,Agua de Las Vacas,agua de las vacas,Red Hidrografica,rio,True,,VALLENAR,HUASCO,DE ATACAMA,-28.71679462703252,-70.69973325080603,Toponimos_BCN,2
geo_000099,Agua de Lazo,agua de lazo,Centro Poblado,localidad,False,Agua de Lazo,HUASCO,HUASCO,DE ATACAMA,-28.116796814485653,-70.81640119464453,Toponimos_BCN,1
geo_000100,Agua de Los Barrera,agua de los barrera,Localidad o Area,localidad,False,Agua de Los Barrera,TILTIL,CHACABUCO,METROPOLITANA,-32.93344734669152,-70.74972121392325,Toponimos_BCN,1
geo_000101,Agua de los Leones,agua de los leones,Localidad Rural,localidad,False,Agua de los Leones,TILTIL,CHACABUCO,METROPOLITANA,-32.950113960809695,-70.74972113666813,Toponimos_BCN,1
geo_000102,Agua de Los Tiugues,agua de los tiugues,Red Hidrografica,rio,True,,FREIRINA,HUASCO,DE ATACAMA,-29.25012681044655,-70.99973128764593,Toponimos_BCN,1
geo_000103,Agua de Los Toros,agua de los toros,Localidad o Area,localidad,False,Agua de Los Toros,CABILDO,PETORCA,DE VALPARAISO,-32.58344888119328,-70.91638860583986,Toponimos_BCN,1
geo_000104,Agua del Burro,agua del burro,Red Hidrografica,rio,True,,DIEGO DE ALMAGRO,CHANARAL,DE ATACAMA,-25.91680116896524,-69.34974251307369,Toponimos_BCN,1
geo_000105,Agua del Estero,agua del estero,Red Hidrografica,rio,True,,MACHALI,CACHAPOAL,DEL LIBERTADOR B OHIGGINS,-34.18344275878166,-70.63305070719123,Toponimos_BCN,1
geo_000106,Agua del Frances,agua del frances,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.083472227609608,-70.39974225136807,Toponimos_BCN,1
geo_000107,Agua del Gato,agua del gato,Red Hidrografica,rio,True,,ISLA DE MAIPO,TALAGANTE,METROPOLITANA,-33.715425056363344,-70.8873046334202,Toponimos_BCN,1
geo_000108,Agua del Laurel,agua del laurel,Red Hidrografica,rio,True,,SAN JOSE DE MAIPO,CORDILLERA,METROPOLITANA,-33.51306408814384,-70.23214640119798,Toponimos_BCN,1
geo_000109,Agua del Litre,agua del litre,Localidad o Area,localidad,False,Agua del Litre,CABILDO,PETORCA,DE VALPARAISO,-32.56678232668771,-70.91638863997582,Toponimos_BCN,1
geo_000110,Agua del Mal Paso,agua del mal paso,Red Hidrografica,rio,True,,CALAMA,EL LOA,DE ANTOFAGASTA,-21.716813515899016,-68.83308499433956,Toponimos_BCN,1
geo_000111,Agua del Maray,agua del maray,Red Hidrografica,rio,True,,DIEGO DE ALMAGRO,CHANARAL,DE ATACAMA,-25.933467745121806,-69.39974240671619,Toponimos_BCN,1
geo_000112,Agua del Medio,agua del medio,Red Hidrografica,rio,True,,COPIAPO,COPIAPO,DE ATACAMA,-27.35013056790298,-69.74973843546512,Toponimos_BCN,1
geo_000113,Agua del Molle,agua del molle,Localidad o Area,localidad,False,Agua del Molle,RANCAGUA,CACHAPOAL,DEL LIBERTADOR B OHIGGINS,-34.10011048700797,-70.93305035560876,Toponimos_BCN,1
geo_000114,Agua del Obispo,agua del obispo,Localidad Rural,localidad,False,Agua del Obispo,HUALQUI,CONCEPCION,DEL BIO-BIO,-36.96677219567352,-72.91636938291194,Toponimos_BCN,2
geo_000115,Agua del Obispo,agua del obispo,Localidad o Area,localidad,False,Agua del Obispo,CARAHUE,CAUTIN,DE LA ARAUCANIA,-38.50010083649224,-73.14969595775439,Toponimos_BCN,2
geo_000116,Agua del Plomo,agua del plomo,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.266803028275216,-69.24974416219486,Toponimos_BCN,1
geo_000117,Agua del Pozo,agua del pozo,Red Hidrografica,rio,True,,DIEGO DE ALMAGRO,CHANARAL,DE ATACAMA,-25.91680101868254,-69.28307597204737,Toponimos_BCN,1
geo_000118,Agua del Sapo,agua del sapo,Red Hidrografica,rio,True,,SANTO DOMINGO,SAN ANTONIO,DE VALPARAISO,-33.716780161283324,-71.6663835295055,Toponimos_BCN,1
geo_000119,Agua del Sol,agua del sol,Elementos del Relieve,relieve,True,,COPIAPO,COPIAPO,DE ATACAMA,-26.85013268765662,-70.04973901363897,Toponimos_BCN,1
geo_000120,Agua Dulce,agua dulce,Centro Poblado,localidad,False,Agua Dulce,FREIRINA,HUASCO,DE ATACAMA,-28.95012872834809,-71.4830643986455,Toponimos_BCN,4
geo_000121,Agua Dulce,agua dulce,Localidad Rural,localidad,False,Agua Dulce,PAREDONES,CARDENAL CARO,DEL LIBERTADOR B OHIGGINS,-34.68344438223347,-72.03304606370446,Toponimos_BCN,4
geo_000122,Agua Dulce,agua dulce,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.25013841195443,-70.41640854301905,Toponimos_BCN,4
geo_000123,Agua Dulce,agua dulce,Red Hidrografica,rio,True,,DIEGO DE ALMAGRO,CHANARAL,DE ATACAMA,-25.933467745121806,-69.39974240671619,Toponimos_BCN,4
geo_000124,Agua Escondida,agua escondida,Red Hidrografica,rio,True,,TALTAL,ANTOFAGASTA,DE ANTOFAGASTA,-25.283469888814142,-69.43307699415956,Toponimos_BCN,2
geo_000125,Agua Escondida,agua escondida,Red Hidrografica,rio,True,,FREIRINA,HUASCO,DE ATACAMA,-28.666795273816327,-70.9663995469637,Toponimos_BCN,2
geo_000126,Agua Fria,agua fria,Centro Poblado,localidad,False,Agua Fria,QUELLON,CHILOE,DE LOS LAGOS,-43.022030747079896,-73.6102292743791,Toponimos_BCN,4
geo_000127,Agua Fria,agua fria,Localidad Rural,localidad,False,Agua Fria,ANGOL,MALLECO,DE LA ARAUCANIA,-37.76676911931195,-72.78303307500909,Toponimos_BCN,4
geo_000128,Agua Fria,agua fria,Localidad o Area,localidad,False,Agua Fria,ALHUE,MELIPILLA,METROPOLITANA,-34.10011053238334,-70.96638368181748,Toponimos_BCN,4
geo_000129,Agua Fria,agua fria,Red Hidrografica,rio,True,,ANGOL,MALLECO,DE LA ARAUCANIA,-37.80010235647645,-72.81636629162334,Toponimos_BCN,4
geo_000130,Agua Grande,agua grande,Centro Poblado,localidad,False,Agua Grande,LA SERENA,ELQUI,DE COQUIMBO,-29.73206964967537,-71.0138966848173,Toponimos_BCN,3
geo_000131,Agua Grande,agua grande,Recinto Minero,mina,True,,LA HIGUERA,ELQUI,DE COQUIMBO,-29.483459497282244,-71.08306376009882,Toponimos_BCN,3
geo_000132,Agua Grande,agua grande,Red Hidrografica,rio,True,,LA HIGUERA,ELQUI,DE COQUIMBO,-29.500126039986608,-71.04973048419576,Toponimos_BCN,3
geo_000133,Agua Los Lunes,agua los lunes,Red Hidrografica,rio,True,,CABILDO,PETORCA,DE VALPARAISO,-32.30011617111788,-70.74972311386007,Toponimos_BCN,1
geo_000134,Agua Los Maitenes,agua los maitenes,Localidad o Area,localidad,False,Agua Los Maitenes,CABILDO,PETORCA,DE VALPARAISO,-32.38344963133998,-70.94972244318996,Toponimos_BCN,1
geo_000135,Agua Mineral Higuerilla,agua mineral higuerilla,Termas y Baños,mina,True,,CUREPTO,TALCA,DEL MAULE,-35.183442482292655,-71.96637785001506,Toponimos_BCN,1
geo_000136,Agua Mineral Longavi,agua mineral longavi,Termas y Baños,mina,True,,COLBUN,LINARES,DEL MAULE,-36.35010325180456,-71.14970863016724,Toponimos_BCN,1
geo_000137,Agua Negra,agua negra,Red Hidrografica,rio,True,,ANTOFAGASTA,ANTOFAGASTA,DE ANTOFAGASTA,-25.133469967719112,-69.18307785832376,Toponimos_BCN,1
geo_000138,Agua Nuevo,agua nuevo,Red Hidrografica,rio,True,,VALLENAR,HUASCO,DE ATACAMA,-28.58346148790833,-70.63306700442713,Toponimos_BCN,1
geo_000139,Agua Paqueri,agua paqueri,Red Hidrografica,rio,True,,PUTRE,PARINACOTA,DE ARICA Y PARINACOTA,-18.66682297413953,-69.04975607977231,Toponimos_BCN,1
geo_000140,Agua Paquisa,agua paquisa,Red Hidrografica,rio,True,,PUTRE,PARINACOTA,DE ARICA Y PARINACOTA,-18.683489497195986,-69.06642275680055,Toponimos_BCN,1
geo_000141,Agua Patuias,agua patuias,Red Hidrografica,rio,True,,PUTRE,PARINACOTA,DE ARICA Y PARINACOTA,-18.45015697131685,-69.14975618865415,Toponimos_BCN,1
geo_000142,Agua Pelada,agua pelada,Red Hidrografica,rio,True,,PICA,TAMARUGAL,DE TARAPACA,-21.100148559570076,-68.76641964178434,Toponimos_BCN,1
geo_000143,Agua Salada,agua salada,Centro Poblado,localidad,False,Agua Salada,PAPUDO,PETORCA,DE VALPARAISO,-32.516783625718375,-71.43305442051562,Toponimos_BCN,2
geo_000144,Agua Salada,agua salada,Red Hidrografica,rio,True,,ZAPALLAR,PETORCA,DE VALPARAISO,-32.56495324912091,-71.4623930230975,Toponimos_BCN,2
geo_000145,Agua Santa,agua santa,Construcciones Abandonadas,otro,True,,HUARA,TAMARUGAL,DE TARAPACA,-19.8834871435019,-69.88308592559663,Toponimos_BCN,1
