$CLIMA$hot_days$annual$future$ssp245,$CLIMA$hot_days$annual$present,ComCod,NOM_COMUNA,_source_sha256
8.3507,4.1263,9207.0,LUMACO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
13.2149,6.9667,9208.0,PURÉN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
32.9472,16.6958,9209.0,RENAICO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
20.9727,10.3722,9210.0,TRAIGUÉN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
9.7712,4.1925,9211.0,VICTORIA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.1038,0.0207,10202.0,ANCUD,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.3652,0.1173,10205.0,DALCAHUE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,10209.0,QUEMCHI,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.5458,0.2167,10201.0,CASTRO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,10204.0,CURACO DE VÉLEZ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,10210.0,QUINCHAO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.2792,0.0875,10203.0,CHONCHI,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0778,0.0167,10206.0,PUQUELDÓN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.7077,0.3059,10106.0,LOS MUERMOS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
1.1118,0.5242,10104.0,FRESIA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.8847,0.327,10105.0,FRUTILLAR,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.5963,0.2,10107.0,LLANQUIHUE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0117,0.0,10102.0,CALBUCO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.2566,0.0763,10108.0,MAULLÍN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.1251,0.0174,10101.0,PUERTO MONTT,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.413,0.1177,10302.0,PUERTO OCTAY,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
1.0209,0.4915,10306.0,SAN JUAN DE LA COSTA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
2.2667,1.1721,10305.0,RÍO NEGRO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
1.5546,0.732,10303.0,PURRANQUE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0029,0.0,10207.0,QUEILÉN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0336,0.0084,10208.0,QUELLÓN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
5.8397,2.8917,10307.0,SAN PABLO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
4.4209,2.2308,10301.0,OSORNO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.591,0.1688,10304.0,PUYEHUE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.34,0.0568,10109.0,PUERTO VARAS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.6855,0.1718,10103.0,COCHAMÓ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.1075,0.0068,10403.0,HUALAIHUÉ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.1488,0.0222,10401.0,CHAITÉN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.3647,0.0683,10402.0,FUTALEUFÚ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.2913,0.0436,10404.0,PALENA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.1599,0.0338,11202.0,CISNES,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,11203.0,GUAITECAS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0222,0.0075,11303.0,TORTEL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.1411,0.0354,11201.0,AYSÉN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0047,0.0,11302.0,O'HIGGINS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0672,0.0107,11301.0,COCHRANE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.2075,0.0403,11401.0,CHILE CHICO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.2698,0.0561,11402.0,RÍO IBÁÑEZ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.5295,0.1464,11101.0,COYHAIQUE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.5862,0.1778,11102.0,LAGO VERDE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0247,0.004,12102.0,LAGUNA BLANCA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,12103.0,RÍO VERDE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0276,0.0029,12402.0,TORRES DEL PAINE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.001,0.0002,12401.0,NATALES,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,12301.0,PORVENIR,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,12302.0,PRIMAVERA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,12303.0,TIMAUKEL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,12201.0,CABO DE HORNOS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0824,0.0109,12104.0,SAN GREGORIO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,12101.0,PUNTA ARENAS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
69.4737,42.5558,13404.0,PAINE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
104.4733,67.4617,13402.0,BUIN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
81.5521,46.3104,13124.0,PUDAHUEL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
111.7333,67.8833,13103.0,CERRO NAVIA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
49.7919,28.0709,13301.0,COLINA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
75.4458,42.3368,13303.0,TILTIL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
69.4537,41.2065,13302.0,LAMPA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
61.9667,21.35,13107.0,HUECHURABA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
103.9667,57.9,13104.0,CONCHALÍ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
39.3667,16.0646,13504.0,MARÍA PINTO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
37.4186,14.5955,13503.0,CURACAVÍ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
94.3167,46.9833,13112.0,LA PINTANA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
100.2,53.9167,13105.0,EL BOSQUE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
106.2444,60.3778,13106.0,ESTACIÓN CENTRAL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
107.5917,61.3833,13121.0,PEDRO AGUIRRE CERDA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
85.9167,40.6667,13127.0,RECOLETA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
95.6833,47.9333,13108.0,INDEPENDENCIA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
76.8037,40.5111,13603.0,ISLA DE MAIPO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
108.6667,63.425,13116.0,LO ESPEJO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
106.0833,59.7667,13109.0,LA CISTERNA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
38.4389,14.9944,13110.0,LA FLORIDA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
49.4222,20.9278,13122.0,PEÑALOLÉN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
47.3056,18.4889,13114.0,LAS CONDES,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
57.8967,23.64,13113.0,LA REINA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
1.4261,0.2248,13115.0,LO BARNECHEA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
47.075,13.5,13132.0,VITACURA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
95.6833,47.9333,13126.0,QUINTA NORMAL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
112.8417,69.0417,13117.0,LO PRADO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
111.4333,66.7611,13102.0,CERRILLOS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
97.6583,54.3222,13119.0,MAIPÚ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
44.0695,18.7959,13501.0,MELIPILLA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
93.7083,45.8417,13118.0,MACUL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
90.8333,43.0167,13120.0,ÑUÑOA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
76.8333,35.3583,13605.0,PEÑAFLOR,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
72.2,33.1278,13604.0,PADRE HURTADO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
69.575,29.475,13201.0,PUENTE ALTO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
115.1167,73.9667,13125.0,QUILICURA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
109.8667,66.2778,13128.0,RENCA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
94.9111,51.2944,13403.0,CALERA DE TANGO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
98.4556,54.2278,13401.0,SAN BERNARDO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.8872,0.1498,13203.0,SAN JOSÉ DE MAIPO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
28.5196,10.1333,13202.0,PIRQUE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
100.65,52.1167,13129.0,SAN JOAQUÍN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
102.4583,55.2875,13130.0,SAN MIGUEL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
94.1583,46.625,13131.0,SAN RAMÓN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
94.0,46.2667,13111.0,LA GRANJA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
82.05,35.4833,13123.0,PROVIDENCIA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
109.1,63.0,13101.0,SANTIAGO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
58.1167,24.5,13602.0,EL MONTE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
87.9056,45.6056,13601.0,TALAGANTE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
38.8306,16.9919,13505.0,SAN PEDRO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
36.701,18.2682,13502.0,ALHUÉ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
2.7798,1.2996,14101.0,VALDIVIA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
1.1606,0.5361,14102.0,CORRAL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
4.8905,2.0603,14103.0,LANCO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
2.4786,1.0733,14104.0,LOS LAGOS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
5.5569,2.4743,14105.0,MÁFIL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
2.8468,1.3208,14106.0,MARIQUINA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
3.6796,1.7699,14107.0,PAILLACO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
2.5733,0.9639,14108.0,PANGUIPULLI,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
3.2659,1.567,14201.0,LA UNIÓN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.9543,0.2837,14202.0,FUTRONO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.8216,0.2333,14203.0,LAGO RANCO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
1.599,0.6826,14204.0,RÍO BUENO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.7354,0.0044,15101.0,ARICA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.4163,0.0056,15102.0,CAMARONES,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,15201.0,PUTRE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0,0.0,15202.0,GENERAL LAGOS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
69.0231,40.7972,16101.0,CHILLÁN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
59.5972,32.5111,16102.0,BULNES,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
68.8697,41.797,16103.0,CHILLÁN VIEJO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
21.8192,8.7942,16104.0,EL CARMEN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
35.8141,17.2487,16105.0,PEMUCO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
10.2366,4.683,16106.0,PINTO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
40.7781,20.45,16107.0,QUILLÓN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
47.5679,23.0436,16108.0,SAN IGNACIO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
24.9294,11.5176,16109.0,YUNGAY,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
11.6486,4.3361,16201.0,QUIRIHUE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.3424,0.0938,16202.0,COBQUECURA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
8.1152,3.2288,16203.0,COELEMU,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
47.9078,24.1533,16204.0,NINHUE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
45.8792,22.8667,16205.0,PORTEZUELO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
28.3697,13.397,16206.0,RÁNQUIL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
17.3,7.5591,16207.0,TREGUACO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
68.2371,39.4457,16301.0,SAN CARLOS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
19.9324,9.0438,16302.0,COIHUECO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
72.5737,42.9456,16303.0,ÑIQUÉN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
7.0859,2.3427,16304.0,SAN FABIÁN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
68.3743,40.7076,16305.0,SAN NICOLÁS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
