$CLIMA$hot_days$annual$future$ssp245,$CLIMA$hot_days$annual$present,ComCod,NOM_COMUNA,_source_sha256
19.9516,7.7631,7103.0,CUREPTO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
64.7057,37.1781,7107.0,PENCAHUE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
52.2712,28.8397,7302.0,HUALAÑÉ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
80.0484,48.2286,7307.0,SAGRADA FAMILIA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
74.7131,41.9238,7305.0,RAUCO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
2.903,0.8258,7303.0,LICANTÉN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.8412,0.248,7309.0,VICHUQUÉN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
27.7072,13.2306,7401.0,LINARES,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
36.3209,17.8048,7403.0,LONGAVÍ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
48.1265,26.8826,7404.0,PARRAL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
74.0808,43.4606,7405.0,RETIRO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
61.7461,34.2718,7406.0,SAN JAVIER,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
52.178,27.6973,7308.0,TENO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
69.6967,37.05,7106.0,PELARCO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
63.5794,33.8696,7108.0,RÍO CLARO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
86.6083,55.1817,7110.0,SAN RAFAEL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
82.9383,48.9067,7101.0,TALCA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
81.825,49.4375,7105.0,MAULE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
70.0667,35.5429,7407.0,VILLA ALEGRE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
73.7152,39.3955,7408.0,YERBAS BUENAS,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
29.1893,15.2918,7301.0,CURICÓ,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
12.152,4.8006,7402.0,COLBÚN,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
13.1825,6.5242,7306.0,ROMERAL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
11.8192,4.8492,7109.0,SAN CLEMENTE,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
17.3442,8.4303,7304.0,MOLINA,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
10.1053,4.1922,8308.0,QUILACO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
4.3183,1.5415,8314.0,ALTO BIOBÍO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
11.8996,4.7798,8312.0,TUCAPEL,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
2.1748,0.61,8302.0,ANTUCO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
1.7965,0.7039,8202.0,ARAUCO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
0.0097,0.0014,8201.0,LEBU,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
1.8128,0.7455,8204.0,CONTULMO,f1e8b480f7c178f769dfd0c3c26badbb956c5d5ec697d9c970434f1a5dddec98
