folio,id_persona,expp,expc,provincia,comuna
291470701,1,64,67,83,8312
291470701,2,64,67,83,8312
291490301,1,46,49,11,1101
291490301,2,46,49,11,1101
291490301,3,46,49,11,1101
291490601,1,46,49,11,1101
291490801,1,46,48,11,1101
291490801,2,46,48,11,1101
291490801,3,46,48,11,1101
291490801,4,46,48,11,1101
291491001,1,46,48,11,1101
291491001,2,46,48,11,1101
291491101,1,46,48,11,1101
291491101,2,46,48,11,1101
291491101,3,46,48,11,1101
291491301,1,47,48,11,1101
291491301,2,47,48,11,1101
291491301,3,47,48,11,1101
291491301,4,47,48,11,1101
291491401,1,46,48,11,1101
291530101,1,97,96,58,5801
291530101,2,97,96,58,5801
291530301,1,97,97,58,5801
291530401,1,97,96,58,5801
291530401,2,97,96,58,5801
291530401,3,97,96,58,5801
291530501,1,97,96,58,5801
291530501,2,97,96,58,5801
291530701,1,97,96,58,5801
291530801,1,97,96,58,5801
291530801,2,97,96,58,5801
291530801,3,97,96,58,5801
291540301,1,28,27,32,3202
291540301,2,28,27,32,3202
291540401,1,27,27,32,3202
291540401,2,27,27,32,3202
291540401,3,27,27,32,3202
291540401,4,27,27,32,3202
291540401,5,27,27,32,3202
291540501,1,27,27,32,3202
291540501,2,27,27,32,3202
291540501,3,27,27,32,3202
291540601,1,27,27,32,3202
291540601,2,27,27,32,3202
291540801,1,28,27,32,3202
291540801,2,28,27,32,3202
291541001,1,28,27,32,3202
291541001,2,28,27,32,3202
291541001,3,28,27,32,3202
291541001,4,28,27,32,3202
291541101,1,28,27,32,3202
291541101,2,28,27,32,3202
291541101,3,28,27,32,3202
291541201,1,28,27,32,3202
291541201,2,28,27,32,3202
291570101,1,130,131,81,8110
291570101,2,130,131,81,8110
291570201,1,130,131,81,8110
291570201,2,130,131,81,8110
291570301,1,130,131,81,8110
291570301,2,130,131,81,8110
291570301,3,130,131,81,8110
291570401,1,130,131,81,8110
291570401,2,130,131,81,8110
291570401,3,130,131,81,8110
291570501,1,130,130,81,8110
291570501,2,130,130,81,8110
291570501,3,130,130,81,8110
291570701,1,130,131,81,8110
291570801,1,130,131,81,8110
291570801,2,130,131,81,8110
291570801,3,130,131,81,8110
291570801,4,130,131,81,8110
291590101,1,88,85,82,8205
291590101,2,88,85,82,8205
291590201,1,87,85,82,8205
291590301,1,88,85,82,8205
291590301,2,88,85,82,8205
291590301,3,88,85,82,8205
291590401,1,88,85,82,8205
291590501,1,87,85,82,8205
291590501,2,87,85,82,8205
291590701,1,88,85,82,8205
291590701,2,88,85,82,8205
291590701,3,88,85,82,8205
291590701,4,88,85,82,8205
291600401,1,231,202,134,13403
291600401,2,231,202,134,13403
291600401,3,231,202,134,13403
291600401,4,231,202,134,13403
291600501,1,232,202,134,13403
291600501,2,232,202,134,13403
291600501,3,232,202,134,13403
291600501,4,232,202,134,13403
291600801,1,232,203,134,13403
291600801,2,232,203,134,13403
291600801,3,232,203,134,13403
291601001,1,231,202,134,13403
291601001,2,231,202,134,13403
291601001,3,231,202,134,13403
291601001,4,231,202,134,13403
291601001,5,231,202,134,13403
291610201,1,76,74,92,9203
291610201,2,76,74,92,9203
291610401,1,76,74,92,9203
291610401,2,76,74,92,9203
291610401,3,76,74,92,9203
291610601,1,76,74,92,9203
291610701,1,76,74,92,9203
291610701,2,76,74,92,9203
291610701,3,76,74,92,9203
291610701,4,76,74,92,9203
291650101,1,99,96,56,5601
291650101,2,99,96,56,5601
291650101,3,99,96,56,5601
291650101,4,99,96,56,5601
291650201,1,98,96,56,5601
291650201,2,98,96,56,5601
291650201,3,98,96,56,5601
291650301,1,99,96,56,5601
291650301,2,99,96,56,5601
291650301,3,99,96,56,5601
291650301,4,99,96,56,5601
291650301,5,99,96,56,5601
291650401,1,98,97,56,5601
291650401,2,98,97,56,5601
291650401,3,98,97,56,5601
291650601,1,98,97,56,5601
291650701,1,98,96,56,5601
291650701,2,98,96,56,5601
291650801,1,99,96,56,5601
291650801,2,99,96,56,5601
291650801,3,99,96,56,5601
291650801,4,99,96,56,5601
291650801,5,99,96,56,5601
291750101,1,63,63,21,2101
291750101,2,63,63,21,2101
291750101,3,63,63,21,2101
291750101,4,63,63,21,2101
291750101,5,63,63,21,2101
291750301,1,63,63,21,2101
291750301,3,63,63,21,2101
291750501,1,62,63,21,2101
291750501,2,62,63,21,2101
291750501,3,62,63,21,2101
291750501,4,62,63,21,2101
291750801,1,62,63,21,2101
291800301,1,14,19,91,9107
291800301,2,14,19,91,9107
291800501,1,14,19,91,9107
291800501,2,14,19,91,9107
291800501,3,14,19,91,9107
291800601,1,14,19,91,9107
291800601,2,14,19,91,9107
291800601,3,14,19,91,9107
291800701,1,14,19,91,9107
291800701,2,14,19,91,9107
291800701,3,14,19,91,9107
291800801,1,14,19,91,9107
291800801,2,14,19,91,9107
291801001,1,14,19,91,9107
291801001,2,14,19,91,9107
291850201,1,63,57,11,1107
291850401,1,63,58,11,1107
291850401,2,63,58,11,1107
291850401,3,63,58,11,1107
291850401,4,63,58,11,1107
291850701,1,63,58,11,1107
291850701,2,63,58,11,1107
291850701,3,63,58,11,1107
291850701,4,63,58,11,1107
291850701,5,63,58,11,1107
291850701,6,63,58,11,1107
291850701,7,63,58,11,1107
291850701,8,63,58,11,1107
291850801,1,62,58,11,1107
291850801,2,62,58,11,1107
291850801,3,62,58,11,1107
291851001,1,63,58,11,1107
291851001,2,63,58,11,1107
291851001,3,63,58,11,1107
291851201,1,63,58,11,1107
291910101,1,23,23,151,15101
291910101,2,23,23,151,15101
291910201,1,23,23,151,15101
291910201,2,23,23,151,15101
291910301,1,23,23,151,15101
291910301,2,23,23,151,15101
291910301,3,23,23,151,15101
291910301,4,23,23,151,15101
291910401,1,23,24,151,15101
291910401,2,23,24,151,15101
291910401,3,23,24,151,15101
291910401,4,23,24,151,15101
291910401,5,23,24,151,15101
291910401,6,23,24,151,15101
291910701,1,23,23,151,15101
291910701,2,23,23,151,15101
291910701,3,23,23,151,15101
291910801,1,23,23,151,15101
291910801,2,23,23,151,15101
291910801,3,23,23,151,15101
291910801,4,23,23,151,15101
291910901,1,23,23,151,15101
291910901,2,23,23,151,15101
291911001,1,23,23,151,15101
291911001,2,23,23,151,15101
291911001,3,23,23,151,15101
291911101,1,23,23,151,15101
291911201,1,23,23,151,15101
291911201,2,23,23,151,15101
291920101,1,41,44,141,14106
291920101,2,41,44,141,14106
291920101,3,41,44,141,14106
291920101,4,41,44,141,14106
291920201,1,41,44,141,14106
291920201,2,41,44,141,14106
291920301,1,41,44,141,14106
291920301,2,41,44,141,14106
291920401,1,41,44,141,14106
291920401,2,41,44,141,14106
291920401,3,41,44,141,14106
291920401,4,41,44,141,14106
291920501,1,41,43,141,14106
291920501,2,41,43,141,14106
291920601,1,41,43,141,14106
291920601,2,41,43,141,14106
291920701,1,41,44,141,14106
291920701,2,41,44,141,14106
291920701,3,41,44,141,14106
291930101,1,32,36,62,6201
291930201,1,31,36,62,6201
291930201,2,31,36,62,6201
291930301,1,31,36,62,6201
291930401,1,32,36,62,6201
291930401,2,32,36,62,6201
291930501,1,31,36,62,6201
291930501,2,31,36,62,6201
291930501,3,31,36,62,6201
291930601,1,31,36,62,6201
291930601,2,31,36,62,6201
291930601,3,31,36,62,6201
291930801,1,31,36,62,6201
291930801,2,31,36,62,6201
291930801,3,31,36,62,6201
291930901,1,31,36,62,6201
291931001,1,32,36,62,6201
291931001,2,32,36,62,6201
291980101,1,74,73,101,10101
291980201,1,73,73,101,10101
291980201,2,73,73,101,10101
291980301,1,73,73,101,10101
291980301,2,73,73,101,10101
291980301,3,73,73,101,10101
291980301,4,73,73,101,10101
291980401,1,74,73,101,10101
291980401,2,74,73,101,10101
291980401,3,74,73,101,10101
291980401,4,74,73,101,10101
291980501,1,74,73,101,10101
291980501,2,74,73,101,10101
291980501,3,74,73,101,10101
291980601,1,74,73,101,10101
291980601,2,74,73,101,10101
291980701,1,73,73,101,10101
291980701,2,73,73,101,10101
291980701,3,73,73,101,10101
291980801,1,74,73,101,10101
291980801,2,74,73,101,10101
291980801,3,74,73,101,10101
292000101,1,158,154,61,6101
292000101,2,158,154,61,6101
292000101,3,158,154,61,6101
292000201,1,158,155,61,6101
292000201,2,158,155,61,6101
292000201,3,158,155,61,6101
292000201,4,158,155,61,6101
292000301,1,157,154,61,6101
292000301,2,157,154,61,6101
292000301,3,157,154,61,6101
292000301,4,157,154,61,6101
292000301,5,157,154,61,6101
292000501,1,157,155,61,6101
292000501,2,157,155,61,6101
292000701,1,157,154,61,6101
292000701,2,157,154,61,6101
292000701,3,157,154,61,6101
292000701,4,157,154,61,6101
292030101,1,154,154,55,5501
292030101,2,154,154,55,5501
292030101,3,154,154,55,5501
292030101,4,154,154,55,5501
292030101,5,154,154,55,5501
292030201,1,154,155,55,5501
292030201,2,154,155,55,5501
292030301,1,153,154,55,5501
292030301,2,153,154,55,5501
292030301,3,153,154,55,5501
292030301,4,153,154,55,5501
292030401,1,154,154,55,5501
292030501,1,154,154,55,5501
292030601,1,154,154,55,5501
292050101,1,64,64,21,2101
292050201,1,63,65,21,2101
292050201,2,63,65,21,2101
292050201,3,63,65,21,2101
292050301,1,63,64,21,2101
292050301,2,63,64,21,2101
292050301,3,63,64,21,2101
292050301,4,63,64,21,2101
292050301,5,63,64,21,2101
292050301,6,63,64,21,2101
292050501,1,63,64,21,2101
292050501,2,63,64,21,2101
292050501,3,63,64,21,2101
292050601,1,63,64,21,2101
292050601,2,63,64,21,2101
292050602,1,64,64,21,2101
292050602,2,64,64,21,2101
292050602,3,64,64,21,2101
292050602,4,64,64,21,2101
292050801,1,64,64,21,2101
292050801,2,64,64,21,2101
292100201,1,56,60,91,9114
292100201,2,56,60,91,9114
292100201,3,56,60,91,9114
292100201,4,56,60,91,9114
292100201,5,56,60,91,9114
292100301,1,56,60,91,9114
292100301,2,56,60,91,9114
292100401,1,56,60,91,9114
292100401,2,56,60,91,9114
292100401,3,56,60,91,9114
292100501,1,57,60,91,9114
292100601,1,56,60,91,9114
292100601,2,56,60,91,9114
292100601,3,56,60,91,9114
292100601,4,56,60,91,9114
292100701,1,56,61,91,9114
292100701,2,56,61,91,9114
292100701,3,56,61,91,9114
292100701,4,56,61,91,9114
292100701,5,56,61,91,9114
292100801,1,56,60,91,9114
292130101,1,66,67,81,8110
292130101,2,66,67,81,8110
292130101,3,66,67,81,8110
292130201,1,66,66,81,8110
292130301,1,66,67,81,8110
292130301,2,66,67,81,8110
292130301,3,66,67,81,8110
292130401,1,66,66,81,8110
292130401,2,66,66,81,8110
292130401,3,66,66,81,8110
292130501,1,66,66,81,8110
292130501,2,66,66,81,8110
292130501,3,66,66,81,8110
292130601,1,66,66,81,8110
292130601,2,66,66,81,8110
292130601,4,66,66,81,8110
292130601,5,66,66,81,8110
292130701,1,66,66,81,8110
292130701,2,66,66,81,8110
292130801,1,66,66,81,8110
292150101,1,251,256,131,13117
292150101,2,251,256,131,13117
292150201,1,251,257,131,13117
292150201,2,251,257,131,13117
292150201,3,251,257,131,13117
292150301,1,251,257,131,13117
292150301,2,251,257,131,13117
292150301,3,251,257,131,13117
292150301,4,251,257,131,13117
292150301,5,251,257,131,13117
292150301,6,251,257,131,13117
292150301,7,251,257,131,13117
292150401,1,251,257,131,13117
292150501,1,250,257,131,13117
292150501,2,250,257,131,13117
292150501,3,250,257,131,13117
292150501,4,250,257,131,13117
292150501,5,250,257,131,13117
292150501,6,250,257,131,13117
292150601,1,250,257,131,13117
292150701,1,251,257,131,13117
292150701,2,251,257,131,13117
292150701,3,251,257,131,13117
292160101,1,36,36,161,16101
292160101,2,36,36,161,16101
292160101,3,36,36,161,16101
292160501,1,36,36,161,16101
292160501,2,36,36,161,16101
292160501,3,36,36,161,16101
292160501,4,36,36,161,16101
292160501,5,36,36,161,16101
292160601,1,36,35,161,16101
292160601,2,36,35,161,16101
292160601,3,36,35,161,16101
292160601,4,36,35,161,16101
292180101,1,62,60,73,7305
292180101,2,62,60,73,7305
292180101,3,62,60,73,7305
292180101,4,62,60,73,7305
292180201,1,62,59,73,7305
292180201,2,62,59,73,7305
292180301,1,61,59,73,7305
292180301,2,61,59,73,7305
292180401,1,62,59,73,7305
292180501,1,61,60,73,7305
292180501,2,61,60,73,7305
292180501,3,61,60,73,7305
292180601,1,61,60,73,7305
292180601,2,61,60,73,7305
292180601,3,61,60,73,7305
292180701,1,61,59,73,7305
292180701,2,61,59,73,7305
292180801,1,62,59,73,7305
292180801,2,62,59,73,7305
292200201,1,66,71,73,7301
292200201,2,66,71,73,7301
292200201,3,66,71,73,7301
292200201,4,66,71,73,7301
292200201,5,66,71,73,7301
292200201,6,66,71,73,7301
292200201,7,66,71,73,7301
292200401,1,66,72,73,7301
292200401,2,66,72,73,7301
292200401,3,66,72,73,7301
292200501,1,67,72,73,7301
292200501,2,67,72,73,7301
292200701,1,67,72,73,7301
292200701,2,67,72,73,7301
292200701,3,67,72,73,7301
292200801,1,66,72,73,7301
292200801,2,66,72,73,7301
292210101,1,87,86,58,5801
292210301,1,87,87,58,5801
292210401,1,87,87,58,5801
292210501,1,87,86,58,5801
292210801,1,87,87,58,5801
292210801,2,87,87,58,5801
292260201,1,63,75,92,9209
292260501,1,63,76,92,9209
292260501,2,63,76,92,9209
292260501,3,63,76,92,9209
292260601,1,63,75,92,9209
292260601,2,63,75,92,9209
292260701,1,63,75,92,9209
292260701,2,63,75,92,9209
292260701,3,63,75,92,9209
292260801,1,63,76,92,9209
292260801,2,63,76,92,9209
292260801,3,63,76,92,9209
292270101,1,168,198,131,13101
292270101,2,168,198,131,13101
292270101,3,168,198,131,13101
292270101,4,168,198,131,13101
292270201,1,168,199,131,13101
292270201,2,168,199,131,13101
292270201,3,168,199,131,13101
292270201,5,168,199,131,13101
292270501,1,168,198,131,13101
292270601,1,168,198,131,13101
292270601,2,168,198,131,13101
292270601,3,168,198,131,13101
292270701,1,168,198,131,13101
292270701,2,168,198,131,13101
292270701,3,168,198,131,13101
292270701,4,168,198,131,13101
292270801,1,168,199,131,13101
292270801,2,168,199,131,13101
292270801,3,168,199,131,13101
292270801,4,168,199,131,13101
292290101,1,61,60,22,2201
292290201,1,61,60,22,2201
292290201,2,61,60,22,2201
292290301,1,61,60,22,2201
292290301,2,61,60,22,2201
292290301,3,61,60,22,2201
292290301,4,61,60,22,2201
292290301,5,61,60,22,2201
292290501,1,61,61,22,2201
292290501,2,61,61,22,2201
292290501,3,61,61,22,2201
292290501,4,61,61,22,2201
292290801,1,61,60,22,2201
292320201,1,115,116,81,8101
292320201,2,115,116,81,8101
292320201,3,115,116,81,8101
292320301,1,114,116,81,8101
292320401,1,114,116,81,8101
292320401,2,114,116,81,8101
292320501,1,114,117,81,8101
292320501,2,114,117,81,8101
292320601,1,114,116,81,8101
292320601,2,114,116,81,8101
292320601,3,114,116,81,8101
292320701,1,114,116,81,8101
292321001,1,114,116,81,8101
292321001,2,114,116,81,8101
292350101,1,67,71,41,4101
292350201,1,67,71,41,4101
292350201,2,67,71,41,4101
292350301,1,67,71,41,4101
292350601,1,67,71,41,4101
292350601,2,67,71,41,4101
292350801,1,68,71,41,4101
292350801,2,68,71,41,4101
292390201,1,196,176,131,13109
292390501,2,197,176,131,13109
292390501,3,197,176,131,13109
292390501,4,197,176,131,13109
292390601,1,196,176,131,13109
292390701,1,196,175,131,13109
292390701,2,196,175,131,13109
292390701,3,196,175,131,13109
292390701,4,196,175,131,13109
292390701,5,196,175,131,13109
292390801,1,196,176,131,13109
292390801,2,196,176,131,13109
292390801,3,196,176,131,13109
292390801,4,196,176,131,13109
292430101,1,54,53,161,16101
292430101,2,54,53,161,16101
292430101,3,54,53,161,16101
292430101,4,54,53,161,16101
292430301,1,54,52,161,16101
292430301,2,54,52,161,16101
292430401,1,54,53,161,16101
292430401,2,54,53,161,16101
292430501,1,54,53,161,16101
292430501,2,54,53,161,16101
292430501,3,54,53,161,16101
292430501,4,54,53,161,16101
292430501,5,54,53,161,16101
292430701,1,54,53,161,16101
292430701,2,54,53,161,16101
292430701,3,54,53,161,16101
292430701,4,54,53,161,16101
292430701,5,54,53,161,16101
292430701,6,54,53,161,16101
292430701,7,54,53,161,16101
292430701,8,54,53,161,16101
292430801,1,54,52,161,16101
292430801,2,54,52,161,16101
292470701,1,98,127,102,10208
292470701,2,98,127,102,10208
292470801,1,98,127,102,10208
292470801,2,98,127,102,10208
292520101,1,112,99,55,5502
292520101,2,112,99,55,5502
292520301,1,112,99,55,5502
292520301,2,112,99,55,5502
292520501,1,112,100,55,5502
292520501,2,112,100,55,5502
292520501,3,112,100,55,5502
292520601,1,113,99,55,5502
292520601,2,113,99,55,5502
292520701,1,112,99,55,5502
292520701,2,112,99,55,5502
292520701,3,112,99,55,5502
292520701,4,112,99,55,5502
292520701,5,112,99,55,5502
292520701,6,112,99,55,5502
292520801,1,112,99,55,5502
292520801,2,112,99,55,5502
292540101,1,48,48,141,14104
292540101,2,48,48,141,14104
292540201,1,48,49,141,14104
292540201,2,48,49,141,14104
292540301,1,48,49,141,14104
292540501,1,48,49,141,14104
292540601,1,48,49,141,14104
292540601,2,48,49,141,14104
292540601,3,48,49,141,14104
292540701,1,48,49,141,14104
292540701,2,48,49,141,14104
292540701,3,48,49,141,14104
292540701,4,48,49,141,14104
292540801,1,48,48,141,14104
292540901,1,48,48,141,14104
292540901,2,48,48,141,14104
292560101,1,92,91,101,10101
292560101,2,92,91,101,10101
292560101,3,92,91,101,10101
292560101,4,92,91,101,10101
292560101,5,92,91,101,10101
292560301,1,92,91,101,10101
292560301,2,92,91,101,10101
292560301,3,92,91,101,10101
292560301,4,92,91,101,10101
292560301,5,92,91,101,10101
292560401,1,92,91,101,10101
292560401,2,92,91,101,10101
292560401,3,92,91,101,10101
292560401,4,92,91,101,10101
292560501,1,92,91,101,10101
292560501,2,92,91,101,10101
292560501,3,92,91,101,10101
292560501,4,92,91,101,10101
292560701,1,92,91,101,10101
292560701,2,92,91,101,10101
292560701,3,92,91,101,10101
292560701,4,92,91,101,10101
292560801,1,92,91,101,10101
292560801,2,92,91,101,10101
292560801,3,92,91,101,10101
292580101,1,110,99,91,9112
292580101,2,110,99,91,9112
292580201,1,110,99,91,9112
292580201,2,110,99,91,9112
292580401,1,110,99,91,9112
292580501,1,110,98,91,9112
292580501,2,110,98,91,9112
292580501,3,110,98,91,9112
292580501,4,110,98,91,9112
292580601,1,110,99,91,9112
292580601,2,110,99,91,9112
292580601,3,110,99,91,9112
292580601,4,110,99,91,9112
292580601,5,110,99,91,9112
292580601,6,110,99,91,9112
292580601,7,110,99,91,9112
292580601,8,110,99,91,9112
292580601,9,110,99,91,9112
292580701,1,110,99,91,9112
292580701,2,110,99,91,9112
292580701,3,110,99,91,9112
292580701,4,110,99,91,9112
292580801,1,110,99,91,9112
292580901,1,110,99,91,9112
292580901,2,110,99,91,9112
292580901,3,110,99,91,9112
292580901,4,110,99,91,9112
292581001,1,109,99,91,9112
292581001,2,109,99,91,9112
292590201,1,21,21,151,15101
292590201,2,21,21,151,15101
292590201,3,21,21,151,15101
292590301,1,21,21,151,15101
292590301,2,21,21,151,15101
292590301,3,21,21,151,15101
292590301,4,21,21,151,15101
292590601,1,21,21,151,15101
292590601,2,21,21,151,15101
292590601,3,21,21,151,15101
292590601,4,21,21,151,15101
292590601,5,21,21,151,15101
292590601,6,21,21,151,15101
292590701,1,21,21,151,15101
292590701,2,21,21,151,15101
292590701,3,21,21,151,15101
292590801,1,21,21,151,15101
292590801,2,21,21,151,15101
292590901,1,21,21,151,15101
292591001,1,21,21,151,15101
292591001,2,21,21,151,15101
292591001,3,21,21,151,15101
292591201,1,21,21,151,15101
292591201,2,21,21,151,15101
292591201,3,21,21,151,15101
292670101,1,93,93,21,2101
292670101,2,93,93,21,2101
292670201,1,92,93,21,2101
292670201,2,92,93,21,2101
292670201,3,92,93,21,2101
292670201,4,92,93,21,2101
292670501,1,92,93,21,2101
292670501,2,92,93,21,2101
292670601,1,92,93,21,2101
292670701,1,92,93,21,2101
292670701,2,92,93,21,2101
292670701,3,92,93,21,2101
292670701,4,92,93,21,2101
292700201,1,27,26,31,3101
292700301,1,27,27,31,3101
292700301,2,27,27,31,3101
292700501,1,27,26,31,3101
292700501,2,27,26,31,3101
292700501,3,27,26,31,3101
292700501,4,27,26,31,3101
292700501,5,27,26,31,3101
292700501,6,27,26,31,3101
292700601,1,27,27,31,3101
292700601,2,27,27,31,3101
292700701,1,27,26,31,3101
292700701,2,27,26,31,3101
292700701,3,27,26,31,3101
292700801,1,27,26,31,3101
292700901,1,27,26,31,3101
292701101,1,27,27,31,3101
292701101,2,27,27,31,3101
292710101,1,64,82,83,8304
292710101,2,64,82,83,8304
292710101,3,64,82,83,8304
292710201,1,65,81,83,8304
292710201,2,65,81,83,8304
292710301,1,64,82,83,8304
292710301,2,64,82,83,8304
292710301,3,64,82,83,8304
292710301,4,64,82,83,8304
292710401,1,64,82,83,8304
292710401,2,64,82,83,8304
292710401,3,64,82,83,8304
292710401,4,64,82,83,8304
292710501,1,64,82,83,8304
292710501,2,64,82,83,8304
292710601,1,65,82,83,8304
292710601,2,65,82,83,8304
292710701,1,64,82,83,8304
292710701,2,64,82,83,8304
292710701,3,64,82,83,8304
292710701,4,64,82,83,8304
292730101,1,62,60,81,8108
292730101,2,62,60,81,8108
292730101,3,62,60,81,8108
292730101,4,62,60,81,8108
292730201,1,62,60,81,8108
292730301,1,62,60,81,8108
292730301,2,62,60,81,8108
292730301,3,62,60,81,8108
292730301,4,62,60,81,8108
292730401,1,62,59,81,8108
292730401,2,62,59,81,8108
292730501,1,62,59,81,8108
292730601,1,62,59,81,8108
292730601,2,62,59,81,8108
292730601,3,62,59,81,8108
292730601,4,62,59,81,8108
292730701,1,61,59,81,8108
292730801,1,62,60,81,8108
292750101,1,53,59,91,9101
292750101,2,53,59,91,9101
292750101,3,53,59,91,9101
292750101,4,53,59,91,9101
292750301,1,53,59,91,9101
292750301,2,53,59,91,9101
292750301,3,53,59,91,9101
292750401,1,53,59,91,9101
292750401,2,53,59,91,9101
292750401,3,53,59,91,9101
292750501,1,53,59,91,9101
292750501,2,53,59,91,9101
292750501,3,53,59,91,9101
292750501,4,53,59,91,9101
292750501,5,53,59,91,9101
292750501,6,53,59,91,9101
292750501,7,53,59,91,9101
292750601,1,54,59,91,9101
292750601,2,54,59,91,9101
292750701,1,53,59,91,9101
292750701,2,53,59,91,9101
292750701,3,53,59,91,9101
292750701,4,53,59,91,9101
292750801,1,53,59,91,9101
292750801,2,53,59,91,9101
292760101,1,34,41,91,9113
292760201,1,34,41,91,9113
292760201,2,34,41,91,9113
292760301,1,34,41,91,9113
292760301,2,34,41,91,9113
292760301,3,34,41,91,9113
292760401,1,33,41,91,9113
292760401,2,33,41,91,9113
292760401,3,33,41,91,9113
292760401,4,33,41,91,9113
292760501,1,34,41,91,9113
292760501,2,34,41,91,9113
292760501,3,34,41,91,9113
292760701,1,34,41,91,9113
292760701,2,34,41,91,9113
292760801,1,34,41,91,9113
292760801,2,34,41,91,9113
292760801,3,34,41,91,9113
292760901,1,34,41,91,9113
292760901,2,34,41,91,9113
292760901,3,34,41,91,9113
292761001,1,34,41,91,9113
292770101,1,49,48,161,16101
292770101,2,49,48,161,16101
292770201,1,49,48,161,16101
292770201,2,49,48,161,16101
292770301,1,50,48,161,16101
292770401,1,50,48,161,16101
292770501,1,49,48,161,16101
292770501,2,49,48,161,16101
292770601,1,50,48,161,16101
292770601,2,50,48,161,16101
292770601,3,50,48,161,16101
292770801,1,49,48,161,16101
292770801,2,49,48,161,16101
292770801,3,49,48,161,16101
292770801,4,49,48,161,16101
292770801,5,49,48,161,16101
292770801,6,49,48,161,16101
292790201,1,80,87,91,9101
292790201,2,80,87,91,9101
292790301,1,79,87,91,9101
292790301,2,79,87,91,9101
292790401,1,80,87,91,9101
292790501,1,79,87,91,9101
292790501,2,79,87,91,9101
292790801,1,80,87,91,9101
292790801,2,80,87,91,9101
292790801,3,80,87,91,9101
292800201,1,67,77,83,8305
292800201,2,67,77,83,8305
292800201,3,67,77,83,8305
292800201,4,67,77,83,8305
292800202,1,67,77,83,8305
292800301,1,67,76,83,8305
292800301,2,67,76,83,8305
292800401,1,67,77,83,8305
292800401,2,67,77,83,8305
292800501,1,67,77,83,8305
292800501,2,67,77,83,8305
292800701,1,67,76,83,8305
292800701,2,67,76,83,8305
292800701,3,67,76,83,8305
292800701,5,67,76,83,8305
292800701,6,67,76,83,8305
292800701,7,67,76,83,8305
292830101,1,25,25,33,3301
292830101,2,25,25,33,3301
292830101,3,25,25,33,3301
292830301,1,26,25,33,3301
292830301,2,26,25,33,3301
292830301,3,26,25,33,3301
292830401,1,25,25,33,3301
292830401,2,25,25,33,3301
292830401,3,25,25,33,3301
292830401,4,25,25,33,3301
292830401,5,25,25,33,3301
292830401,6,25,25,33,3301
292830701,1,26,25,33,3301
292830701,2,26,25,33,3301
292830701,3,26,25,33,3301
292830801,1,26,25,33,3301
292830801,2,26,25,33,3301
292830901,1,25,25,33,3301
292830901,2,25,25,33,3301
292830902,1,26,25,33,3301
292831101,1,25,25,33,3301
292831101,2,25,25,33,3301
292831201,1,26,25,33,3301
292850301,1,68,73,91,9114
292850301,2,68,73,91,9114
292850401,1,68,74,91,9114
292850401,2,68,74,91,9114
292850501,1,69,74,91,9114
292850501,2,69,74,91,9114
292850601,1,69,73,91,9114
292850601,2,69,73,91,9114
292850601,3,69,73,91,9114
292850701,1,69,73,91,9114
292850701,2,69,73,91,9114
292850701,3,69,73,91,9114
292850801,1,69,74,91,9114
292850901,1,68,74,91,9114
292850901,2,68,74,91,9114
292850901,3,68,74,91,9114
292851001,1,68,73,91,9114
292851001,2,68,73,91,9114
292870301,1,279,270,131,13128
292870301,2,279,270,131,13128
292870301,3,279,270,131,13128
292870301,4,279,270,131,13128
292870401,1,279,270,131,13128
292870401,2,279,270,131,13128
292870401,3,279,270,131,13128
292870401,4,279,270,131,13128
292870401,5,279,270,131,13128
292870501,1,279,270,131,13128
292870501,2,279,270,131,13128
292870501,3,279,270,131,13128
292870601,1,279,270,131,13128
292870601,2,279,270,131,13128
292880101,1,256,219,131,13113
292880101,2,256,219,131,13113
292880101,3,256,219,131,13113
292880401,1,256,219,131,13113
292880401,2,256,219,131,13113
292880501,1,256,219,131,13113
292880501,2,256,219,131,13113
292880501,3,256,219,131,13113
292880501,4,256,219,131,13113
292880501,5,256,219,131,13113
292880601,1,256,219,131,13113
292880601,2,256,219,131,13113
292880601,3,256,219,131,13113
292880801,1,256,219,131,13113
292880801,2,256,219,131,13113
292880801,3,256,219,131,13113
292890101,1,28,29,11,1101
292890101,2,28,29,11,1101
292890101,3,28,29,11,1101
292890201,1,28,30,11,1101
292890201,2,28,30,11,1101
292890201,3,28,30,11,1101
292890201,4,28,30,11,1101
292890301,1,28,29,11,1101
292890301,2,28,29,11,1101
292890301,3,28,29,11,1101
292890301,4,28,29,11,1101
292890401,1,29,30,11,1101
292890501,1,28,29,11,1101
292890701,1,28,29,11,1101
292890701,2,28,29,11,1101
292890701,3,28,29,11,1101
292890701,4,28,29,11,1101
292890801,1,29,29,11,1101
292890801,2,29,29,11,1101
292890901,1,28,30,11,1101
292890901,2,28,30,11,1101
292890901,3,28,30,11,1101
292890901,4,28,30,11,1101
292890901,5,28,30,11,1101
292890901,6,28,30,11,1101
292891001,1,28,29,11,1101
292891101,1,29,30,11,1101
292891101,2,29,30,11,1101
292891101,3,29,30,11,1101
292891101,4,29,30,11,1101
292891101,5,29,30,11,1101
292891101,6,29,30,11,1101
292891201,1,28,29,11,1101
292891201,2,28,29,11,1101
292910301,1,69,65,23,2301
292910301,2,69,65,23,2301
292910301,3,69,65,23,2301
292910401,1,68,65,23,2301
