folio,id_persona,expp,expc,provincia,comuna
143440101,2,61,64,162,16206
143440101,3,61,64,162,16206
143440101,4,61,64,162,16206
143440301,1,62,64,162,16206
143440301,2,62,64,162,16206
143440301,3,62,64,162,16206
143440401,1,61,63,162,16206
143440401,2,61,63,162,16206
143440501,1,61,63,162,16206
143440501,2,61,63,162,16206
143440501,3,61,63,162,16206
143440501,4,61,63,162,16206
143440601,1,61,64,162,16206
143440801,1,61,63,162,16206
143440801,2,61,63,162,16206
143440801,3,61,63,162,16206
143441001,1,61,63,162,16206
143441001,2,61,63,162,16206
143460401,1,81,82,21,2101
143460401,2,81,82,21,2101
143460401,3,81,82,21,2101
143460701,1,81,82,21,2101
143460701,2,81,82,21,2101
143490601,1,222,221,134,13402
143490601,2,222,221,134,13402
143490701,1,222,221,134,13402
143490701,2,222,221,134,13402
143490701,3,222,221,134,13402
143490701,4,222,221,134,13402
143490701,5,222,221,134,13402
143490701,6,222,221,134,13402
143490801,1,222,221,134,13402
143490801,2,222,221,134,13402
143490901,1,222,221,134,13402
143490901,2,222,221,134,13402
143490901,3,222,221,134,13402
143490901,4,222,221,134,13402
143570101,1,76,78,81,8102
143570101,2,76,78,81,8102
143570101,3,76,78,81,8102
143570101,4,76,78,81,8102
143570101,5,76,78,81,8102
143570201,1,76,78,81,8102
143570201,2,76,78,81,8102
143570201,3,76,78,81,8102
143570201,4,76,78,81,8102
143570301,1,76,78,81,8102
143570301,2,76,78,81,8102
143570301,3,76,78,81,8102
143570301,4,76,78,81,8102
143570601,1,76,78,81,8102
143570601,2,76,78,81,8102
143570601,3,76,78,81,8102
143570601,4,76,78,81,8102
143570701,1,76,78,81,8102
143570701,2,76,78,81,8102
143570701,3,76,78,81,8102
143570701,4,76,78,81,8102
143570801,1,76,78,81,8102
143570801,2,76,78,81,8102
143620101,1,226,204,136,13605
143620101,2,226,204,136,13605
143620201,1,226,204,136,13605
143620201,2,226,204,136,13605
143620401,1,227,204,136,13605
143620401,2,227,204,136,13605
143620401,3,227,204,136,13605
143620401,4,227,204,136,13605
143620401,5,227,204,136,13605
143620501,1,226,204,136,13605
143620501,2,226,204,136,13605
143620501,3,226,204,136,13605
143640101,1,62,61,22,2201
143640101,2,62,61,22,2201
143640101,3,62,61,22,2201
143640101,4,62,61,22,2201
143640101,5,62,61,22,2201
143640101,6,62,61,22,2201
143640101,7,62,61,22,2201
143640101,8,62,61,22,2201
143640201,1,63,61,22,2201
143640201,3,63,61,22,2201
143640201,4,63,61,22,2201
143640201,5,63,61,22,2201
143640301,1,62,61,22,2201
143640301,2,62,61,22,2201
143640301,3,62,61,22,2201
143640301,4,62,61,22,2201
143640401,1,62,62,22,2201
143640401,2,62,62,22,2201
143640401,3,62,62,22,2201
143640401,4,62,62,22,2201
143640501,1,62,62,22,2201
143640501,2,62,62,22,2201
143640601,1,62,61,22,2201
143640601,2,62,61,22,2201
143640601,3,62,61,22,2201
143640701,1,62,61,22,2201
143640701,2,62,61,22,2201
143640701,3,62,61,22,2201
143650101,1,106,106,55,5501
143650101,2,106,106,55,5501
143650101,3,106,106,55,5501
143650301,1,106,106,55,5501
143650301,2,106,106,55,5501
143650401,1,106,106,55,5501
143650601,1,106,106,55,5501
143650601,2,106,106,55,5501
143650601,3,106,106,55,5501
143650601,4,106,106,55,5501
143650601,5,106,106,55,5501
143650601,6,106,106,55,5501
143650601,7,106,106,55,5501
143650601,8,106,106,55,5501
143650701,1,105,106,55,5501
143650701,2,105,106,55,5501
143650701,3,105,106,55,5501
143650801,1,106,106,55,5501
143650801,2,106,106,55,5501
143740101,1,27,26,33,3301
143740201,1,26,26,33,3301
143740201,2,26,26,33,3301
143740501,1,27,26,33,3301
143740501,2,27,26,33,3301
143740501,3,27,26,33,3301
143740501,4,27,26,33,3301
143740601,1,27,27,33,3301
143740701,1,27,26,33,3301
143740701,2,27,26,33,3301
143740701,3,27,26,33,3301
143740701,4,27,26,33,3301
143740901,1,27,27,33,3301
143740901,2,27,27,33,3301
143741001,1,27,26,33,3301
143741001,2,27,26,33,3301
143741001,3,27,26,33,3301
143741001,4,27,26,33,3301
143741101,1,27,27,33,3301
143741201,1,27,26,33,3301
143800101,1,54,67,91,9109
143800301,1,54,67,91,9109
143800301,2,54,67,91,9109
143800301,3,54,67,91,9109
143800301,4,54,67,91,9109
143800401,1,55,67,91,9109
143800501,1,54,67,91,9109
143800601,1,54,68,91,9109
143800601,2,54,68,91,9109
143800601,3,54,68,91,9109
143800701,1,54,67,91,9109
143800701,2,54,67,91,9109
143800701,3,54,67,91,9109
143880201,1,37,35,11,1107
143880201,2,37,35,11,1107
143880201,3,37,35,11,1107
143880201,4,37,35,11,1107
143880201,5,37,35,11,1107
143880201,6,37,35,11,1107
143880201,7,37,35,11,1107
143880301,1,37,35,11,1107
143880301,2,37,35,11,1107
143880301,3,37,35,11,1107
143880301,4,37,35,11,1107
143880301,5,37,35,11,1107
143880301,6,37,35,11,1107
143880401,1,37,35,11,1107
143880401,2,37,35,11,1107
143880401,3,37,35,11,1107
143880401,4,37,35,11,1107
143880401,5,37,35,11,1107
143880401,6,37,35,11,1107
143880401,7,37,35,11,1107
143880401,8,37,35,11,1107
143880601,1,37,34,11,1107
143880601,2,37,34,11,1107
143880601,3,37,34,11,1107
143880601,4,37,34,11,1107
143880801,1,37,35,11,1107
143880801,2,37,35,11,1107
143880801,3,37,35,11,1107
143880801,4,37,35,11,1107
143880801,5,37,35,11,1107
143880801,6,37,35,11,1107
143880801,7,37,35,11,1107
143880801,8,37,35,11,1107
143880801,9,37,35,11,1107
143881001,1,37,35,11,1107
143881001,2,37,35,11,1107
143881001,3,37,35,11,1107
143881101,1,37,34,11,1107
143881101,2,37,34,11,1107
143920201,1,54,59,91,9101
143920301,1,53,59,91,9101
143920301,2,53,59,91,9101
143920401,1,53,59,91,9101
143920401,2,53,59,91,9101
143920401,3,53,59,91,9101
143920401,4,53,59,91,9101
143920501,1,54,59,91,9101
143920601,1,53,59,91,9101
143920601,2,53,59,91,9101
143920601,3,53,59,91,9101
143920701,1,53,59,91,9101
143920801,1,53,59,91,9101
143920801,2,53,59,91,9101
143920801,3,53,59,91,9101
143920801,4,53,59,91,9101
143940301,1,40,42,142,14201
143940301,2,40,42,142,14201
143940401,1,40,42,142,14201
143940401,2,40,42,142,14201
143940401,3,40,42,142,14201
143940501,1,40,43,142,14201
143940801,1,40,42,142,14201
143980101,1,33,33,141,14101
143980101,2,33,33,141,14101
143980201,1,34,33,141,14101
143980201,2,34,33,141,14101
143980201,3,34,33,141,14101
143980201,4,34,33,141,14101
143980201,5,34,33,141,14101
143980401,1,33,33,141,14101
143980401,2,33,33,141,14101
143980501,1,33,32,141,14101
143980501,2,33,32,141,14101
143980501,3,33,32,141,14101
143980501,4,33,32,141,14101
143980601,1,34,33,141,14101
143980601,2,34,33,141,14101
143980701,1,34,33,141,14101
143980701,2,34,33,141,14101
143980801,1,34,32,141,14101
143980801,2,34,32,141,14101
143990301,1,323,277,131,13123
143990401,1,322,277,131,13123
143990601,1,323,277,131,13123
143990601,2,323,277,131,13123
143990601,3,323,277,131,13123
143990701,1,323,276,131,13123
144010801,1,44,47,41,4101
144010801,2,44,47,41,4101
144010801,3,44,47,41,4101
144010801,4,44,47,41,4101
144010801,5,44,47,41,4101
144030501,1,196,188,131,13119
144030601,6,197,188,131,13119
144030701,1,196,188,131,13119
144030701,2,196,188,131,13119
144030701,3,196,188,131,13119
144030701,4,196,188,131,13119
144070101,1,103,101,51,5109
144070301,1,103,102,51,5109
144070501,1,103,102,51,5109
144070501,2,103,102,51,5109
144070801,1,103,101,51,5109
144070801,2,103,101,51,5109
144080101,1,50,49,161,16101
144080101,2,50,49,161,16101
144080101,3,50,49,161,16101
144080101,4,50,49,161,16101
144080201,1,51,49,161,16101
144080201,2,51,49,161,16101
144080201,3,51,49,161,16101
144080301,1,51,49,161,16101
144080301,2,51,49,161,16101
144080301,3,51,49,161,16101
144080301,4,51,49,161,16101
144080301,5,51,49,161,16101
144080301,6,51,49,161,16101
144080401,1,50,49,161,16101
144080501,1,50,49,161,16101
144080501,2,50,49,161,16101
144080601,1,50,49,161,16101
144080601,2,50,49,161,16101
144080601,3,50,49,161,16101
144080601,4,50,49,161,16101
144080601,5,50,49,161,16101
144080601,6,50,49,161,16101
144080601,7,50,49,161,16101
144080601,8,50,49,161,16101
144080601,9,50,49,161,16101
144080701,1,51,49,161,16101
144080701,2,51,49,161,16101
144080701,3,51,49,161,16101
144080801,1,50,49,161,16101
144080801,2,50,49,161,16101
144080801,3,50,49,161,16101
144080801,4,50,49,161,16101
144090101,1,20,20,111,11101
144090101,2,20,20,111,11101
144090301,1,20,20,111,11101
144090301,2,20,20,111,11101
144090301,3,20,20,111,11101
144090301,4,20,20,111,11101
144090301,5,20,20,111,11101
144090401,1,20,20,111,11101
144090501,1,20,21,111,11101
144090501,2,20,21,111,11101
144090501,3,20,21,111,11101
144090501,4,20,21,111,11101
144090601,1,20,20,111,11101
144090601,2,20,20,111,11101
144090601,3,20,20,111,11101
144090701,1,20,20,111,11101
144090701,2,20,20,111,11101
144090701,3,20,20,111,11101
144090801,1,21,20,111,11101
144090801,2,21,20,111,11101
144090801,3,21,20,111,11101
144090901,1,20,20,111,11101
144090901,2,20,20,111,11101
144090901,3,20,20,111,11101
144090901,4,20,20,111,11101
144090901,5,20,20,111,11101
144091101,1,21,20,111,11101
144091201,1,20,20,111,11101
144091201,2,20,20,111,11101
144091201,3,20,20,111,11101
144110101,1,76,82,73,7301
144110201,1,76,82,73,7301
144110301,1,76,82,73,7301
144110301,2,76,82,73,7301
144110301,3,76,82,73,7301
144110401,1,76,82,73,7301
144110401,2,76,82,73,7301
144110401,3,76,82,73,7301
144110601,1,76,82,73,7301
144110601,2,76,82,73,7301
144110701,1,76,82,73,7301
144110701,2,76,82,73,7301
144110801,1,77,82,73,7301
144120201,1,73,71,161,16101
144120201,2,73,71,161,16101
144120201,3,73,71,161,16101
144120301,1,73,71,161,16101
144120501,1,73,71,161,16101
144120601,1,73,71,161,16101
144120701,1,73,71,161,16101
144120701,2,73,71,161,16101
144120701,3,73,71,161,16101
144140101,1,73,72,74,7406
144140101,2,73,72,74,7406
144140101,3,73,72,74,7406
144140101,4,73,72,74,7406
144140201,1,72,71,74,7406
144140201,2,72,71,74,7406
144140501,1,73,71,74,7406
144140601,1,73,71,74,7406
144140601,2,73,71,74,7406
144140601,3,73,71,74,7406
144140701,1,72,71,74,7406
144140701,2,72,71,74,7406
144140801,1,72,72,74,7406
144140801,2,72,72,74,7406
144140801,3,72,72,74,7406
144190101,1,56,72,56,5604
144190101,2,56,72,56,5604
144190101,3,56,72,56,5604
144190101,4,56,72,56,5604
144190201,1,55,71,56,5604
144190201,2,55,71,56,5604
144190501,1,55,72,56,5604
144190501,2,55,72,56,5604
144190501,3,55,72,56,5604
144190601,1,55,71,56,5604
144190601,2,55,71,56,5604
144190701,1,55,72,56,5604
144190701,2,55,72,56,5604
144210201,1,82,76,11,1107
144210401,1,82,76,11,1107
144210401,2,82,76,11,1107
144210401,3,82,76,11,1107
144210501,1,82,76,11,1107
144210601,1,82,76,11,1107
144210601,2,82,76,11,1107
144210601,3,82,76,11,1107
144210601,4,82,76,11,1107
144210601,5,82,76,11,1107
144210701,1,81,76,11,1107
144210701,2,81,76,11,1107
144210801,1,82,76,11,1107
144210901,1,82,76,11,1107
144211201,1,81,76,11,1107
144230101,1,60,66,91,9101
144230101,2,60,66,91,9101
144230201,1,59,66,91,9101
144230201,2,59,66,91,9101
144230201,3,59,66,91,9101
144230201,4,59,66,91,9101
144230201,5,59,66,91,9101
144230301,1,59,66,91,9101
144230301,2,59,66,91,9101
144230301,3,59,66,91,9101
144230401,1,60,66,91,9101
144230401,2,60,66,91,9101
144230401,3,60,66,91,9101
144230601,1,59,65,91,9101
144230601,2,59,65,91,9101
144230601,3,59,65,91,9101
144230601,4,59,65,91,9101
144230601,5,59,65,91,9101
144230701,1,60,65,91,9101
144230701,2,60,65,91,9101
144230701,3,60,65,91,9101
144230701,4,60,65,91,9101
144240101,1,223,226,134,13404
144240101,2,223,226,134,13404
144240101,3,223,226,134,13404
144240101,4,223,226,134,13404
144240301,1,222,226,134,13404
144240401,1,223,226,134,13404
144240401,2,223,226,134,13404
144240401,3,223,226,134,13404
144240401,4,223,226,134,13404
144240401,5,223,226,134,13404
144240401,6,223,226,134,13404
144240601,1,223,226,134,13404
144240601,2,223,226,134,13404
144240601,3,223,226,134,13404
144240601,4,223,226,134,13404
144240701,1,223,226,134,13404
144240701,2,223,226,134,13404
144240801,1,222,226,134,13404
144240801,2,222,226,134,13404
144250101,1,255,284,133,13301
144250101,2,255,284,133,13301
144250101,3,255,284,133,13301
144250401,1,255,284,133,13301
144250401,2,255,284,133,13301
144250401,3,255,284,133,13301
144250401,4,255,284,133,13301
144250401,5,255,284,133,13301
144270101,1,80,90,81,8111
144270101,2,80,90,81,8111
144270101,3,80,90,81,8111
144270301,1,80,90,81,8111
144270301,2,80,90,81,8111
144270301,3,80,90,81,8111
144270401,1,81,90,81,8111
144270401,2,81,90,81,8111
144270501,1,81,90,81,8111
144270501,2,81,90,81,8111
144270501,3,81,90,81,8111
144270501,4,81,90,81,8111
144270501,5,81,90,81,8111
144270701,1,81,90,81,8111
144270701,2,81,90,81,8111
144280101,1,281,305,135,13501
144280101,2,281,305,135,13501
144280101,3,281,305,135,13501
144280101,4,281,305,135,13501
144280201,1,281,306,135,13501
144280201,2,281,306,135,13501
144280201,3,281,306,135,13501
144280201,4,281,306,135,13501
144280301,1,281,305,135,13501
144280301,2,281,305,135,13501
144280301,3,281,305,135,13501
144280301,4,281,305,135,13501
144280301,5,281,305,135,13501
144280301,6,281,305,135,13501
144280301,7,281,305,135,13501
144280301,8,281,305,135,13501
144280401,1,281,305,135,13501
144280401,2,281,305,135,13501
144280501,1,280,305,135,13501
144280701,1,281,305,135,13501
144280701,2,281,305,135,13501
144280701,3,281,305,135,13501
144280701,4,281,305,135,13501
144281001,1,281,305,135,13501
144281001,2,281,305,135,13501
144300101,1,104,103,101,10101
144300101,2,104,103,101,10101
144300201,1,104,103,101,10101
144300201,2,104,103,101,10101
144300201,3,104,103,101,10101
144300201,4,104,103,101,10101
144300301,1,103,102,101,10101
144300301,2,103,102,101,10101
144300301,3,103,102,101,10101
144300601,1,103,102,101,10101
144300601,2,103,102,101,10101
144330101,1,62,58,83,8301
144330101,2,62,58,83,8301
144330101,3,62,58,83,8301
144330201,1,62,58,83,8301
144330201,2,62,58,83,8301
144330201,3,62,58,83,8301
144330301,1,62,58,83,8301
144330301,2,62,58,83,8301
144330401,1,62,58,83,8301
144330401,2,62,58,83,8301
144330401,3,62,58,83,8301
144330501,1,62,58,83,8301
144330501,2,62,58,83,8301
144330501,3,62,58,83,8301
144330501,4,62,58,83,8301
144330601,1,62,59,83,8301
144330601,2,62,59,83,8301
144330701,1,62,58,83,8301
144330701,2,62,58,83,8301
144330801,1,61,58,83,8301
144340101,1,39,36,11,1107
144340101,2,39,36,11,1107
144340101,3,39,36,11,1107
144340101,4,39,36,11,1107
144340101,5,39,36,11,1107
144340201,1,39,36,11,1107
144340201,2,39,36,11,1107
144340201,3,39,36,11,1107
144340301,1,39,36,11,1107
144340401,1,39,36,11,1107
144340401,2,39,36,11,1107
144340501,1,39,36,11,1107
144340501,2,39,36,11,1107
144340501,3,39,36,11,1107
144340501,4,39,36,11,1107
144340601,1,39,36,11,1107
144340601,2,39,36,11,1107
144340701,1,39,36,11,1107
144340701,2,39,36,11,1107
144340801,1,39,36,11,1107
144340901,1,38,36,11,1107
144340901,2,38,36,11,1107
144340901,3,38,36,11,1107
144341101,1,39,36,11,1107
144341101,2,39,36,11,1107
144341101,3,39,36,11,1107
144341101,4,39,36,11,1107
144341201,1,39,36,11,1107
144341201,2,39,36,11,1107
144341201,3,39,36,11,1107
144341201,4,39,36,11,1107
144350501,1,31,34,11,1101
144350501,2,31,34,11,1101
144350501,3,31,34,11,1101
144350901,1,31,34,11,1101
144370101,1,61,58,81,8103
144370101,2,61,58,81,8103
144370201,1,60,59,81,8103
144370201,2,60,59,81,8103
144370301,1,61,59,81,8103
144370301,2,61,59,81,8103
144370301,3,61,59,81,8103
144370401,1,61,59,81,8103
144370401,2,61,59,81,8103
144370401,3,61,59,81,8103
144370501,1,61,59,81,8103
144370501,2,61,59,81,8103
144370501,3,61,59,81,8103
144370501,4,61,59,81,8103
144370501,5,61,59,81,8103
144370601,1,61,58,81,8103
144370601,2,61,58,81,8103
144370701,1,61,58,81,8103
144370801,1,61,59,81,8103
144370801,2,61,59,81,8103
144370801,3,61,59,81,8103
144380101,1,157,153,131,13103
144380101,2,157,153,131,13103
144380101,3,157,153,131,13103
144380101,4,157,153,131,13103
144380101,5,157,153,131,13103
144380101,6,157,153,131,13103
144380201,1,157,152,131,13103
144380201,2,157,152,131,13103
144380201,3,157,152,131,13103
144380201,4,157,152,131,13103
144380201,5,157,152,131,13103
144380201,6,157,152,131,13103
144380201,7,157,152,131,13103
144380201,8,157,152,131,13103
144380401,1,156,152,131,13103
144380401,2,156,152,131,13103
144380401,3,156,152,131,13103
144380401,4,156,152,131,13103
144380501,1,156,153,131,13103
144380501,2,156,153,131,13103
144380601,1,157,152,131,13103
144380601,2,157,152,131,13103
144380701,1,156,153,131,13103
144380701,2,156,153,131,13103
144380801,1,156,153,131,13103
144380801,2,156,153,131,13103
144380801,3,156,153,131,13103
144400101,1,77,80,103,10301
144400101,2,77,80,103,10301
144400201,1,77,80,103,10301
144400301,1,78,80,103,10301
144400301,2,78,80,103,10301
144400401,1,77,81,103,10301
144400401,2,77,81,103,10301
144400401,3,77,81,103,10301
144400401,4,77,81,103,10301
144400601,1,78,80,103,10301
144400801,1,77,80,103,10301
144400801,2,77,80,103,10301
144400801,3,77,80,103,10301
144410101,1,36,36,31,3101
144410101,2,36,36,31,3101
144410101,3,36,36,31,3101
144410101,4,36,36,31,3101
144410301,1,37,36,31,3101
144410301,2,37,36,31,3101
144410301,3,37,36,31,3101
144410501,1,37,36,31,3101
144410501,2,37,36,31,3101
144410501,3,37,36,31,3101
144410501,4,37,36,31,3101
144410801,1,36,36,31,3101
144410801,2,36,36,31,3101
144411001,1,36,36,31,3101
144411001,2,36,36,31,3101
144411001,3,36,36,31,3101
144411001,4,36,36,31,3101
144411001,5,36,36,31,3101
144411001,6,36,36,31,3101
144420101,1,145,185,136,13602
144420101,2,145,185,136,13602
144420101,3,145,185,136,13602
144420201,1,146,186,136,13602
144420201,2,146,186,136,13602
144420201,3,146,186,136,13602
144420201,4,146,186,136,13602
144420201,5,146,186,136,13602
144420201,6,146,186,136,13602
144420301,1,146,185,136,13602
144420301,2,146,185,136,13602
144420301,3,146,185,136,13602
144420301,4,146,185,136,13602
144420301,5,146,185,136,13602
144420301,6,146,185,136,13602
144420401,1,146,185,136,13602
144420401,3,146,185,136,13602
144420401,4,146,185,136,13602
144420501,1,146,186,136,13602
144420501,2,146,186,136,13602
144420501,3,146,186,136,13602
144420701,1,146,185,136,13602
144420701,2,146,185,136,13602
144420701,3,146,185,136,13602
144420701,4,146,185,136,13602
144420701,5,146,185,136,13602
144420801,1,145,186,136,13602
144420801,2,145,186,136,13602
144420801,3,145,186,136,13602
144440101,1,43,41,82,8205
144440101,2,43,41,82,8205
144440101,3,43,41,82,8205
144440101,4,43,41,82,8205
144440201,1,43,42,82,8205
144440201,2,43,42,82,8205
144440301,1,43,42,82,8205
144440301,2,43,42,82,8205
144440301,3,43,42,82,8205
144440401,1,43,42,82,8205
144440601,1,43,42,82,8205
144440701,1,43,42,82,8205
144440701,2,43,42,82,8205
144440701,3,43,42,82,8205
144440701,4,43,42,82,8205
144440801,1,43,42,82,8205
144440801,2,43,42,82,8205
144440901,1,43,42,82,8205
144440901,2,43,42,82,8205
144441001,1,43,41,82,8205
144441001,2,43,41,82,8205
144480301,1,77,75,61,6101
144480301,2,77,75,61,6101
144480301,3,77,75,61,6101
144480401,1,77,75,61,6101
144480401,2,77,75,61,6101
144480401,3,77,75,61,6101
144480401,4,77,75,61,6101
144480501,1,76,75,61,6101
144480501,2,76,75,61,6101
144480601,1,76,75,61,6101
144480601,2,76,75,61,6101
144480701,1,76,75,61,6101
144540101,1,54,63,161,16105
144540201,1,55,63,161,16105
144540201,2,55,63,161,16105
144540201,3,55,63,161,16105
144540201,4,55,63,161,16105
144540201,5,55,63,161,16105
144540301,1,55,64,161,16105
144540401,1,55,63,161,16105
144540401,2,55,63,161,16105
144540501,1,55,64,161,16105
144540501,2,55,64,161,16105
144540501,3,55,64,161,16105
144540701,1,55,63,161,16105
144540701,2,55,63,161,16105
144540701,3,55,63,161,16105
144540701,4,55,63,161,16105
144540701,5,55,63,161,16105
144540701,6,55,63,161,16105
144540801,1,54,64,161,16105
144540801,2,54,64,161,16105
144540801,3,54,64,161,16105
144540801,4,54,64,161,16105
144550101,1,41,38,82,8204
144550101,2,41,38,82,8204
144550101,3,41,38,82,8204
144550101,4,41,38,82,8204
144550101,5,41,38,82,8204
144550301,1,40,38,82,8204
144550301,2,40,38,82,8204
144550401,1,41,38,82,8204
144550401,2,41,38,82,8204
144550501,1,41,38,82,8204
144550501,2,41,38,82,8204
144550501,3,41,38,82,8204
144550601,1,41,38,82,8204
144550701,1,41,38,82,8204
144550701,2,41,38,82,8204
144550701,3,41,38,82,8204
144550701,4,41,38,82,8204
144550801,1,41,38,82,8204
144550801,2,41,38,82,8204
144550801,3,41,38,82,8204
144550801,4,41,38,82,8204
144550901,1,41,38,82,8204
144550901,2,41,38,82,8204
144550901,3,41,38,82,8204
144551001,1,41,38,82,8204
144551001,2,41,38,82,8204
144610101,1,76,77,71,7101
144610101,2,76,77,71,7101
144610101,3,76,77,71,7101
144610201,1,76,76,71,7101
144610201,2,76,76,71,7101
144610201,3,76,76,71,7101
144610401,1,76,77,71,7101
144610401,2,76,77,71,7101
144610401,3,76,77,71,7101
144610401,4,76,77,71,7101
144610501,1,75,77,71,7101
144610501,2,75,77,71,7101
144610501,3,75,77,71,7101
144610701,1,76,77,71,7101
144610801,1,76,76,71,7101
144610801,2,76,76,71,7101
144620201,1,79,78,51,5101
144620201,2,79,78,51,5101
144620301,1,79,77,51,5101
144620401,1,78,78,51,5101
144620401,2,78,78,51,5101
144620401,3,78,78,51,5101
144620401,4,78,78,51,5101
144620401,5,78,78,51,5101
144620501,1,79,77,51,5101
144620601,1,79,77,51,5101
144620601,2,79,77,51,5101
144620701,1,78,77,51,5101
144620701,2,78,77,51,5101
144620701,3,78,77,51,5101
144620701,4,78,77,51,5101
144620701,5,78,77,51,5101
144630101,1,107,87,101,10109
144630101,2,107,87,101,10109
144630101,3,107,87,101,10109
144630101,4,107,87,101,10109
144630101,5,107,87,101,10109
144630101,6,107,87,101,10109
144630101,7,107,87,101,10109
144630101,8,107,87,101,10109
144630401,1,107,87,101,10109
144630401,2,107,87,101,10109
144630601,1,107,86,101,10109
144640101,1,73,72,51,5109
144640101,2,73,72,51,5109
144640201,1,73,71,51,5109
144640301,1,73,72,51,5109
144640401,1,72,72,51,5109
144640401,2,72,72,51,5109
144640401,3,72,72,51,5109
144640401,4,72,72,51,5109
144640501,1,73,72,51,5109
144640601,1,73,72,51,5109
144640601,2,73,72,51,5109
144640601,3,73,72,51,5109
144640701,1,73,72,51,5109
144640701,2,73,72,51,5109
144640701,3,73,72,51,5109
144640801,1,73,72,51,5109
144640801,2,73,72,51,5109
144650101,1,256,245,131,13121
144650101,2,256,245,131,13121
144650101,3,256,245,131,13121
144650101,4,256,245,131,13121
144650101,5,256,245,131,13121
144650101,6,256,245,131,13121
144650101,7,256,245,131,13121
144650301,1,257,245,131,13121
144650301,2,257,245,131,13121
144650401,1,256,245,131,13121
144650401,2,256,245,131,13121
144650401,3,256,245,131,13121
144650501,1,257,245,131,13121
144670201,1,87,85,61,6101
144670201,2,87,85,61,6101
144670201,3,87,85,61,6101
144670401,1,88,85,61,6101
144670601,1,87,86,61,6101
144670601,2,87,86,61,6101
144670601,3,87,86,61,6101
144670701,1,87,85,61,6101
144700501,1,81,96,103,10303
144700501,2,81,96,103,10303
144700501,3,81,96,103,10303
144700501,4,81,96,103,10303
144700601,1,81,96,103,10303
144700701,1,81,96,103,10303
144700701,2,81,96,103,10303
144700701,3,81,96,103,10303
144760201,1,80,86,73,7301
144760201,2,80,86,73,7301
144760201,3,80,86,73,7301
144760201,4,80,86,73,7301
144760301,1,80,85,73,7301
144760301,2,80,85,73,7301
144760301,3,80,85,73,7301
144760601,1,80,86,73,7301
144760601,2,80,86,73,7301
144760601,3,80,86,73,7301
144760701,1,80,86,73,7301
144760701,2,80,86,73,7301
144760801,1,79,86,73,7301
144760801,2,79,86,73,7301
144760801,3,79,86,73,7301
144760801,4,79,86,73,7301
144800301,1,82,85,71,7105
144800301,2,82,85,71,7105
144800301,3,82,85,71,7105
144800301,4,82,85,71,7105
144800401,1,82,86,71,7105
144800401,2,82,86,71,7105
144800401,3,82,86,71,7105
144800401,4,82,86,71,7105
144800401,5,82,86,71,7105
144800401,6,82,86,71,7105
144800501,1,82,86,71,7105
144800501,2,82,86,71,7105
144800601,1,82,86,71,7105
144800601,2,82,86,71,7105
144800701,1,82,85,71,7105
144800701,2,82,85,71,7105
144800701,3,82,85,71,7105
144800801,1,82,85,71,7105
144800801,2,82,85,71,7105
144800801,3,82,85,71,7105
144800801,4,82,85,71,7105
144800801,5,82,85,71,7105
144800901,1,82,86,71,7105
144800901,2,82,86,71,7105
144830101,1,91,90,58,5801
144830301,1,91,90,58,5801
144830301,2,91,90,58,5801
144830301,3,91,90,58,5801
144830401,1,91,90,58,5801
144830401,2,91,90,58,5801
144830401,3,91,90,58,5801
144830401,4,91,90,58,5801
144830501,1,91,90,58,5801
144830501,2,91,90,58,5801
144830601,1,91,90,58,5801
144830601,2,91,90,58,5801
144830701,1,91,90,58,5801
144830701,2,91,90,58,5801
144830701,3,91,90,58,5801
144830701,4,91,90,58,5801
144830801,1,91,90,58,5801
144830801,2,91,90,58,5801
144830801,3,91,90,58,5801
144850101,1,72,81,91,9117
144850101,2,72,81,91,9117
144850101,3,72,81,91,9117
144850101,4,72,81,91,9117
144850101,5,72,81,91,9117
144850201,1,72,80,91,9117
144850301,1,72,81,91,9117
144850301,2,72,81,91,9117
144850401,1,72,81,91,9117
144850401,2,72,81,91,9117
144850401,3,72,81,91,9117
144850401,4,72,81,91,9117
144850501,1,72,81,91,9117
144850501,2,72,81,91,9117
144850801,1,72,81,91,9117
144850901,1,72,81,91,9117
144850901,2,72,81,91,9117
144851001,1,72,81,91,9117
144851001,2,72,81,91,9117
144870101,1,75,74,101,10101
144870301,1,75,74,101,10101
144870301,2,75,74,101,10101
144870301,3,75,74,101,10101
144870401,1,76,74,101,10101
144870401,2,76,74,101,10101
144870401,3,76,74,101,10101
144870401,4,76,74,101,10101
144870501,1,76,74,101,10101
144870501,2,76,74,101,10101
144870601,1,76,75,101,10101
144870601,2,76,75,101,10101
144870701,1,75,74,101,10101
144870701,2,75,74,101,10101
144870801,1,75,75,101,10101
144870801,2,75,75,101,10101
144870801,3,75,75,101,10101
144890101,1,74,79,42,4203
144890101,2,74,79,42,4203
144890101,3,74,79,42,4203
144890201,1,75,79,42,4203
144890301,1,74,79,42,4203
144890401,1,74,79,42,4203
144890401,2,74,79,42,4203
144890501,1,75,79,42,4203
144890501,2,75,79,42,4203
144890501,3,75,79,42,4203
144890601,1,74,79,42,4203
144890601,2,74,79,42,4203
144890602,1,75,79,42,4203
144890602,2,75,79,42,4203
144890602,3,75,79,42,4203
144890701,1,74,79,42,4203
144890701,2,74,79,42,4203
144890701,3,74,79,42,4203
144890701,4,74,79,42,4203
