COD_PROVINCIA,COD_REGION,OBJECTID,PROVINCIA,REGION,Shape__Area,Shape__Length,_source_sha256,n_afrodescendencia,n_analfabet,n_asistencia_basica,n_asistencia_media,n_asistencia_parv,n_asistencia_superior,n_basura_entierra,n_basura_eriazo,n_basura_otro,n_basura_rio,n_basura_servicios,n_caenes_A,n_caenes_B,n_caenes_C,n_caenes_D,n_caenes_E,n_caenes_F,n_caenes_G,n_caenes_H,n_caenes_I,n_caenes_J,n_caenes_K,n_caenes_L,n_caenes_M,n_caenes_N,n_caenes_O,n_caenes_P,n_caenes_Q,n_caenes_R,n_caenes_S,n_caenes_T,n_caenes_U,n_cine_especial_diferencial,n_cine_nunca_curso_primera_infancia,n_cine_primaria,n_cine_secundaria,n_cine_terciaria_maestria_doctorado,n_cise_rec_dependientes,n_cise_rec_independientes,n_cise_rec_trabajador_no_remunerado,n_ciuo_0,n_ciuo_1,n_ciuo_2,n_ciuo_3,n_ciuo_4,n_ciuo_5,n_ciuo_6,n_ciuo_7,n_ciuo_8,n_ciuo_9,n_comb_calefaccion_carbon,n_comb_calefaccion_electricidad,n_comb_calefaccion_gas,n_comb_calefaccion_lena,n_comb_calefaccion_no_utiliza,n_comb_calefaccion_otra,n_comb_calefaccion_parafina,n_comb_calefaccion_pellet,n_comb_cocina_carbon,n_comb_cocina_electricidad,n_comb_cocina_gas,n_comb_cocina_lena,n_comb_cocina_no_utiliza,n_comb_cocina_parafina,n_comb_cocina_pellet,n_comb_cocina_solar,n_deficit_cuantitativo,n_desocupado,n_dificultad_cogni,n_dificultad_comunic,n_dificultad_cuidado,n_dificultad_mover,n_dificultad_oir,n_dificultad_ver,n_discapacidad,n_distrib_agua_acarreo,n_distrib_agua_llave,n_distrib_agua_llave_fuera,n_dormitorios_1,n_dormitorios_2,n_dormitorios_3,n_dormitorios_4,n_dormitorios_5,n_dormitorios_6_o_mas,n_edad_0_5,n_edad_14_17,n_edad_18_24,n_edad_25_44,n_edad_45_59,n_edad_60_mas,n_edad_6_13,n_estcivcon_anul_sep_div,n_estcivcon_casado,n_estcivcon_conv_civil,n_estcivcon_conviviente,n_estcivcon_soltero,n_estcivcon_viudo,n_fuente_agua_camion,n_fuente_agua_pozo,n_fuente_agua_publica,n_fuente_agua_rio,n_fuente_elect_diesel,n_fuente_elect_eolica,n_fuente_elect_no_tiene,n_fuente_elect_otro,n_fuente_elect_publica,n_fuente_elect_solar,n_fuera_fuerza_trabajo,n_hog,n_hog_60,n_hog_allegados,n_hog_menores,n_hog_unipersonales,n_hombres,n_inmigrantes,n_internet,n_jefatura_mujer,n_lengua_indigena,n_mat_paredes_albanileria,n_mat_paredes_artesanal,n_mat_paredes_hormigon,n_mat_paredes_precarios,n_mat_paredes_tabique_forrado,n_mat_paredes_tabique_sin_forro,n_mat_piso_baldosa_cemento,n_mat_piso_capa_cemento,n_mat_piso_radier_con_revestimiento,n_mat_piso_radier_sin_revestimiento,n_mat_piso_tierra,n_mat_techo_fibrocemento,n_mat_techo_fonolita,n_mat_techo_hormigon,n_mat_techo_paja,n_mat_techo_precarios,n_mat_techo_sin_cubierta,n_mat_techo_tejas,n_mat_techo_zinc,n_mujeres,n_nacionalidad,n_nucleos_hacinados_allegados,n_ocupado,n_per,n_pueblos_orig,n_religion,n_serv_compu,n_serv_hig_acequia_canal,n_serv_hig_alc_dentro,n_serv_hig_alc_fuera,n_serv_hig_bano_quimico,n_serv_hig_bano_seco,n_serv_hig_cajon_otro,n_serv_hig_fosa,n_serv_hig_no_tiene,n_serv_hig_pozo,n_serv_internet_fija,n_serv_internet_movil,n_serv_internet_satelital,n_serv_tablet,n_serv_tel_movil,n_tenencia_arrendada_contrato,n_tenencia_arrendada_sin_contrato,n_tenencia_cedida_familiar,n_tenencia_cedida_trabajo,n_tenencia_otro,n_tenencia_propia_pagada,n_tenencia_propia_pagandose,n_tipo_viv_casa,n_tipo_viv_depto,n_tipo_viv_indigena,n_tipo_viv_mediagua,n_tipo_viv_movil,n_tipo_viv_otro,n_tipo_viv_pieza,n_transporte_auto,n_transporte_bicicleta,n_transporte_cab_lan_bote,n_transporte_camina,n_transporte_motocicleta,n_transporte_otros,n_transporte_publico,n_viv_hacinadas,n_viv_irrecuperables,n_viv_no_ampliables,n_vp,n_vp_desocupada,n_vp_ocupada,prom_edad,prom_escolaridad18,prom_per_hog
131,13,44,SANTIAGO,METROPOLITANA DE SANTIAGO,0.19666686758114338,2.585994995687131,df0a73a10905940a76f1119b6c141fec0c618d88acfc6f7793702bc51585a50b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
